default,amount,grade,years,ownership,income,age,y_pred,y_proba
3722,0,5000,C,6.0,MORTGAGE,35000.0,27,0,0.17
3723,1,15850,E,17.0,RENT,56000.0,24,1,0.87
3724,1,5000,B,3.0,MORTGAGE,142000.0,32,1,0.67
3725,0,10000,A,13.0,MORTGAGE,70000.0,25,0,0.06
3726,0,9500,A,12.0,MORTGAGE,48152.0,23,0,0.05
3727,1,10700,C,7.0,RENT,60000.0,25,1,0.87
3728,0,6500,C,0.0,RENT,55000.0,38,0,0.03
3729,0,2400,D,6.0,RENT,24000.0,21,0,0.24
3730,1,18000,B,16.0,OTHER,66516.0,24,1,0.82
3731,0,12000,D,0.0,RENT,80000.0,25,0,0.19
3732,1,9525,C,1.0,MORTGAGE,60417.0,24,1,0.86
3733,1,10000,C,18.0,MORTGAGE,36000.0,23,1,0.86
3734,0,10000,C,0.0,MORTGAGE,34000.0,25,0,0.31
3735,1,20000,C,4.0,MORTGAGE,98000.0,27,1,0.87
3736,1,4500,C,3.0,RENT,55362.0,29,1,0.98
3737,1,18000,C,7.0,RENT,54500.0,45,1,0.82
3738,0,3000,D,1.0,MORTGAGE,96000.0,28,0,0.11
3739,0,10000,A,16.0,MORTGAGE,48000.0,26,0,0.08
3740,1,14600,C,1.0,OWN,36000.0,23,1,0.92
3741,0,7950,D,3.0,RENT,41000.0,28,0,0.23
3742,0,11000,B,0.0,MORTGAGE,81000.0,38,0,0.16
3743,0,35000,B,12.0,OWN,242400.0,29,0,0.24
3744,0,3000,C,0.0,MORTGAGE,99996.0,27,0,0.02
3745,1,5000,D,7.0,RENT,69900.0,23,1,0.93
3746,1,2500,C,0.0,RENT,36000.0,22,1,0.91
3747,0,3250,B,5.0,MORTGAGE,49272.0,27,0,0.1
3748,1,30000,B,4.0,RENT,84000.0,22,1,0.83
3749,0,15000,C,1.0,OWN,71004.0,23,0,0.19
3750,0,5600,B,2.0,OWN,50000.0,22,0,0.04
3751,0,6000,A,16.0,RENT,46200.0,21,0,0.1
3752,0,3200,B,2.0,RENT,12000.0,32,0,0.16
3753,1,11500,B,2.0,RENT,30000.0,27,1,0.81
3754,0,8000,C,3.0,RENT,61000.0,23,0,0.19
3755,0,15000,C,4.0,RENT,57000.0,42,0,0.29
3756,1,8400,C,5.0,RENT,45000.0,23,1,0.9
3757,0,4000,A,2.0,RENT,45600.0,25,0,0.14
3758,1,10000,B,4.0,RENT,48000.0,31,1,0.7466666666666666
3759,1,2800,C,5.0,RENT,50000.0,24,1,0.8
3760,0,4200,C,6.0,RENT,63000.0,25,0,0.13
3761,0,10000,A,0.0,RENT,50000.0,22,0,0.03
3762,1,5000,C,13.0,MORTGAGE,54000.0,28,1,0.97
3763,1,7500,A,8.0,MORTGAGE,60000.0,29,1,0.65
3764,0,2000,B,2.0,RENT,35000.0,29,0,0.09
3765,1,4500,B,0.0,RENT,32000.0,31,1,0.88
3766,0,7000,A,15.0,OWN,47000.0,25,0,0.03
3767,1,6400,A,5.0,MORTGAGE,45600.0,21,1,0.71
3768,1,9950,C,2.0,MORTGAGE,36400.0,22,1,0.95
3769,0,2850,A,0.0,RENT,115000.0,28,0,0.1
3770,0,20000,A,14.0,RENT,50000.0,54,0,0.04
3771,0,5000,B,22.0,MORTGAGE,116000.0,50,0,0.09
3772,0,4000,A,9.0,RENT,65000.0,27,0,0.14
3773,0,2000,C,0.0,RENT,4000.0,41,0,0.22
3774,0,12000,B,9.0,MORTGAGE,105000.0,25,0,0.07
3775,1,10500,D,0.0,RENT,50000.0,30,1,0.84
3776,0,9600,A,4.0,MORTGAGE,45760.0,42,0,0.07
3777,0,12000,B,20.0,RENT,35000.0,22,0,0.21
3778,1,20000,B,5.0,MORTGAGE,124000.0,26,1,0.71
3779,1,12000,B,4.0,RENT,36000.0,26,1,0.77
3780,0,20000,E,1.0,RENT,160000.0,26,0,0.1
3781,1,20000,C,5.0,MORTGAGE,96000.0,27,1,0.92
3782,0,15000,B,8.0,MORTGAGE,142000.0,40,0,0.08
3783,0,5000,C,2.0,RENT,45000.0,31,0,0.15
3784,1,3500,B,1.0,MORTGAGE,54000.0,21,1,0.87
3785,1,1000,B,11.0,RENT,36000.0,30,1,0.84
3786,0,5000,A,8.0,MORTGAGE,120000.0,29,0,0.08
3787,0,7500,B,1.0,RENT,56400.0,31,0,0.13949999999999999
3788,0,14000,C,12.0,MORTGAGE,69996.0,26,0,0.11
3789,1,15000,B,9.0,MORTGAGE,62500.0,48,1,0.91
3790,1,8000,C,1.0,RENT,128000.0,39,1,0.81
3791,1,25000,F,6.0,MORTGAGE,113000.0,42,1,0.89
3792,0,12000,A,0.0,RENT,70000.0,26,0,0.02
3793,0,10200,A,15.0,MORTGAGE,130000.0,27,0,0.05
3794,1,6000,B,5.0,MORTGAGE,52000.0,25,1,0.86
3795,0,15000,D,5.0,RENT,64000.0,25,0,0.26
3796,0,20000,A,4.0,MORTGAGE,60000.0,23,0,0.06
3797,1,12875,D,0.0,RENT,50000.0,21,1,0.78
3798,0,5000,A,6.086331901181525,MORTGAGE,72000.0,33,0,0.02
3799,1,6000,A,1.0,MORTGAGE,68000.0,24,1,0.77
3800,0,2100,A,6.086331901181525,OWN,19200.0,30,0,0.28
3801,0,8000,C,18.0,RENT,50000.0,28,0,0.25
3802,1,9000,A,2.0,RENT,34320.0,26,1,0.81
3803,0,5800,B,0.0,RENT,25000.0,23,0,0.25
3804,1,19750,D,3.0,MORTGAGE,65000.0,22,1,0.9
3805,0,5700,A,12.0,RENT,46000.0,24,0,0.05
3806,1,5000,C,4.0,RENT,58106.0,41,1,0.89
3807,0,2000,C,8.0,RENT,44304.0,21,0,0.04
3808,1,3000,D,0.0,RENT,35244.0,22,1,0.89
3809,1,3500,D,3.0,MORTGAGE,50000.0,26,1,0.91
3810,0,25000,D,0.0,MORTGAGE,97000.0,33,0,0.12
3811,0,13000,B,5.0,RENT,70000.0,39,0,0.03
3812,1,3300,C,3.0,RENT,18000.0,33,1,0.95
3813,0,7000,C,1.0,RENT,54000.0,22,0,0.22
3814,0,9300,A,0.0,MORTGAGE,45760.0,27,0,0.22
3815,0,8000,A,1.0,MORTGAGE,70000.0,22,0,0.08
3816,1,3500,B,13.0,RENT,55000.0,32,1,0.83
3817,1,4750,D,1.0,MORTGAGE,29952.0,23,1,0.86
3818,0,21000,C,17.0,MORTGAGE,120000.0,25,0,0.12
3819,0,8200,A,0.0,RENT,40000.0,26,0,0.12
3820,0,8000,C,1.0,RENT,72100.0,31,0,0.18
3821,0,15000,A,0.0,MORTGAGE,63000.0,39,0,0.06
3822,0,10000,A,2.0,MORTGAGE,32400.0,21,0,0.07
3823,0,10000,C,1.0,OWN,53000.0,35,0,0.17
3824,1,10000,D,8.0,MORTGAGE,90305.0,31,1,0.94
3825,0,5325,D,5.0,MORTGAGE,39300.0,22,0,0.29
3826,1,3000,A,11.0,MORTGAGE,65000.0,27,1,0.62
3827,0,23800,B,6.0,MORTGAGE,47600.0,30,0,0.2
3828,0,10000,B,4.0,MORTGAGE,44000.0,22,0,0.01
3829,0,5000,C,21.0,RENT,68004.0,33,0,0.28
3830,1,4000,F,7.0,MORTGAGE,70000.0,24,1,0.92
3831,0,10000,B,4.0,MORTGAGE,108000.0,28,0,0.21
3832,0,15000,B,0.0,OWN,40000.0,26,0,0.19
3833,1,25000,D,28.0,MORTGAGE,160000.0,35,1,0.85
3834,0,2500,E,2.0,MORTGAGE,20004.0,23,0,0.08
3835,0,13000,A,1.0,MORTGAGE,130000.0,22,0,0.05
3836,1,11500,A,1.0,MORTGAGE,27600.0,25,1,0.8
3837,0,5000,B,1.0,OWN,25000.0,26,0,0.25
3838,1,1200,C,2.0,MORTGAGE,48000.0,29,1,0.83
3839,1,10000,B,0.0,MORTGAGE,34000.0,53,1,0.82
3840,0,12000,B,2.0,RENT,38000.0,32,0,0.11
3841,0,7000,A,6.0,RENT,37200.0,25,0,0.04
3842,0,3000,B,2.0,RENT,15840.0,57,0,0.1
3843,0,4000,B,0.0,OWN,96000.0,25,0,0.12
3844,1,6775,B,5.0,MORTGAGE,84000.0,27,1,0.71
3845,1,5000,C,0.0,MORTGAGE,61000.0,29,1,0.84
3846,0,12000,C,8.0,MORTGAGE,78000.0,26,0,0.29
3847,0,1700,C,1.0,RENT,40000.0,28,0,0.21
3848,1,15000,D,12.0,RENT,54000.0,31,1,0.82
3849,0,10000,B,7.0,RENT,68000.0,30,0,0.22
3850,1,3000,C,2.0,RENT,55000.0,25,1,0.88
3851,0,12000,A,16.0,MORTGAGE,55000.0,21,0,0.21
3852,0,10000,A,7.0,MORTGAGE,70000.0,30,0,0.15
3853,0,4800,B,0.0,RENT,48000.0,24,0,0.07
3854,1,1200,C,3.0,RENT,26400.0,23,1,0.84
3855,1,1625,D,3.0,MORTGAGE,21120.0,22,1,0.88
3856,0,9000,B,3.0,MORTGAGE,41000.0,24,0,0.1
3857,1,3000,B,2.0,RENT,76000.0,32,1,0.76
3858,0,16500,A,18.0,MORTGAGE,107900.0,26,0,0.04
3859,1,20000,B,5.0,MORTGAGE,95000.0,23,1,0.78
3860,0,6000,B,4.0,RENT,50000.0,26,0,0.12
3861,1,5000,D,0.0,RENT,48000.0,29,1,0.87
3862,0,10000,B,11.0,OWN,48000.0,33,0,0.3
3863,1,10800,D,9.0,RENT,75000.0,23,1,0.91
3864,0,6000,B,3.0,OWN,24000.0,22,0,0.23
3865,1,5000,D,0.0,RENT,66000.0,27,1,0.88
3866,0,5000,B,11.0,RENT,50000.0,29,0,0.11
3867,1,12000,B,17.0,RENT,57200.0,28,1,0.85
3868,1,3200,E,5.0,RENT,15600.0,22,1,0.93
3869,1,2500,G,4.0,MORTGAGE,45600.0,27,1,0.86
3870,1,3000,C,1.0,RENT,30000.0,24,1,0.84
3871,0,6000,C,5.0,RENT,50000.0,24,0,0.06
3872,1,12000,B,4.0,RENT,24996.0,22,1,0.78
3873,1,15000,D,7.0,MORTGAGE,66000.0,26,1,0.89
3874,0,25000,D,1.0,RENT,98000.0,31,0,0.29
3875,1,12000,A,3.0,RENT,187000.0,34,1,0.69
3876,0,4900,A,7.0,MORTGAGE,90000.0,23,0,0.19
3877,0,3200,A,1.0,RENT,43000.0,30,0,0.14
3878,1,10300,A,0.0,RENT,29856.0,23,1,0.85
3879,1,2500,B,6.086331901181525,MORTGAGE,32400.0,28,1,0.83
3880,1,9375,B,1.0,RENT,30000.0,22,1,0.95
3881,0,7200,A,11.0,OWN,10080.0,33,0,0.05
3882,1,10000,C,0.0,RENT,95000.0,25,1,0.78
3883,1,6000,A,6.0,MORTGAGE,26400.0,27,1,0.79
3884,0,1000,B,3.0,RENT,36000.0,23,0,0.1
3885,0,3200,B,2.0,RENT,27600.0,25,0,0.16
3886,1,5000,A,2.0,RENT,48000.0,31,1,0.69
3887,0,6000,A,15.0,MORTGAGE,55000.0,24,0,0.05
3888,0,12000,A,14.0,MORTGAGE,150000.0,29,0,0.08
3889,0,12000,B,16.0,MORTGAGE,78000.0,28,0,0.25
3890,1,6075,B,2.0,RENT,12000.0,32,1,0.85
3891,0,24400,A,6.0,MORTGAGE,90000.0,27,0,0.19
3892,1,6000,B,1.0,RENT,37000.0,23,1,0.85
3893,0,4000,A,2.0,MORTGAGE,75000.0,26,0,0.04
3894,0,8000,A,2.0,RENT,52000.0,24,0,0.07
3895,0,7200,A,2.0,RENT,35000.0,28,0,0.12
3896,0,35000,D,12.0,OWN,115000.0,29,0,0.21
3897,0,7200,B,6.0,RENT,135000.0,25,0,0.05
3898,1,10000,D,5.0,RENT,71600.0,26,1,0.85
3899,0,9000,A,26.0,RENT,59520.0,29,0,0.05
3900,1,10000,D,0.0,RENT,48000.0,23,1,0.8
3901,1,8000,B,16.0,RENT,120000.0,37,1,0.71
3902,0,6000,A,3.0,MORTGAGE,50400.0,33,0,0.06
3903,0,5000,C,7.0,MORTGAGE,100000.0,42,0,0.1
3904,0,6250,B,4.0,RENT,18000.0,29,0,0.19
3905,0,4150,B,4.0,RENT,100000.0,23,0,0.21
3906,0,9000,A,0.0,MORTGAGE,30000.0,32,0,0.08
3907,0,11700,C,2.0,MORTGAGE,55600.0,24,0,0.22
3908,0,7000,D,2.0,RENT,46000.0,29,0,0.24
3909,1,6000,B,1.0,RENT,76000.0,31,1,0.67
3910,1,8000,B,3.0,RENT,36500.0,36,1,0.77
3911,1,5000,B,22.0,MORTGAGE,38400.0,23,1,0.87
3912,1,6200,B,0.0,OWN,24000.0,31,1,0.83
3913,1,7200,B,0.0,RENT,31700.0,21,1,0.94
3914,0,10000,B,15.0,RENT,43000.0,27,0,0.26
3915,0,16000,A,18.0,MORTGAGE,78500.0,25,0,0.12
3916,0,11500,B,3.0,RENT,74000.0,24,0,0.14
3917,0,2500,E,7.0,RENT,27024.0,25,0,0.04
3918,0,4000,D,27.0,RENT,45000.0,23,0,0.14
3919,0,9000,A,0.0,MORTGAGE,74000.0,29,0,0.04
3920,1,4000,A,7.0,MORTGAGE,35000.0,22,1,0.83
3921,0,7000,B,4.0,MORTGAGE,60000.0,26,0,0.15
3922,0,6000,E,0.0,RENT,51000.0,24,0,0.14
3923,1,21250,B,5.0,RENT,37000.0,22,1,0.82
3924,0,8400,B,7.0,MORTGAGE,28800.0,23,0,0.03
3925,0,8400,A,2.0,RENT,49872.0,35,0,0.1
3926,0,2100,B,0.0,RENT,33500.0,27,0,0.13
3927,1,12000,B,7.0,RENT,37200.0,22,1,0.7
3928,1,2500,B,0.0,RENT,13200.0,22,1,0.82
3929,0,4000,A,15.0,RENT,62500.0,25,0,0.11
3930,0,10400,A,0.0,RENT,30456.0,27,0,0.25
3931,0,14000,A,12.0,RENT,30000.0,22,0,0.17
3932,0,20000,C,9.0,RENT,106000.0,30,0,0.11
3933,0,10000,B,6.0,RENT,45000.0,22,0,0.3
3934,0,7200,A,11.0,OWN,10080.0,33,0,0.05
3935,0,3000,B,3.0,RENT,24000.0,22,0,0.18
3936,0,5600,B,8.0,RENT,57995.0,29,0,0.06
3937,0,24250,D,9.0,OWN,127500.0,26,0,0.19
3938,1,12000,A,28.0,MORTGAGE,26004.0,22,1,0.76
3939,0,20000,B,3.0,RENT,172500.0,26,0,0.08
3940,1,1200,D,2.0,RENT,10000.0,27,1,0.92
3941,0,15000,B,5.0,OWN,160000.0,25,0,0.04
3942,1,11200,D,5.0,RENT,26000.0,22,1,0.97
3943,0,18300,B,9.0,MORTGAGE,108000.0,26,0,0.1
3944,0,725,A,1.0,RENT,12000.0,27,0,0.06
3945,1,6725,A,6.0,MORTGAGE,36000.0,23,1,0.79
3946,1,5000,A,11.0,MORTGAGE,54000.0,26,1,0.75
3947,0,6000,D,7.0,MORTGAGE,55777.0,30,0,0.35
3948,1,16450,B,0.0,OWN,38400.0,33,1,0.75
3949,0,10000,D,12.0,RENT,61000.0,29,0,0.27
3950,0,5000,D,8.0,MORTGAGE,72000.0,38,0,0.11
3951,1,10000,B,10.0,RENT,39000.0,22,1,0.88
3952,0,1850,B,0.0,RENT,42000.0,30,0,0.21
3953,1,10000,B,7.0,RENT,120000.0,23,1,0.78
3954,1,1800,B,2.0,OWN,24449.16,22,1,0.88
3955,0,11000,B,3.0,RENT,39000.0,27,0,0.11
3956,0,10000,C,4.0,RENT,44160.0,23,0,0.2
3957,1,3500,C,17.0,OWN,18000.0,28,1,0.87
3958,0,1200,A,4.0,RENT,9960.0,24,0,0.24
3959,1,8500,A,40.0,MORTGAGE,60000.0,26,1,0.81
3960,0,7125,A,6.086331901181525,OWN,21600.0,21,0,0.19
3961,0,4775,B,4.0,MORTGAGE,51000.0,36,0,0.19
3962,1,5000,E,2.0,RENT,36000.0,27,1,0.89
3963,1,3000,B,0.0,RENT,19200.0,23,1,0.89
3964,0,17000,B,4.0,RENT,61000.0,32,0,0.12
3965,0,10500,A,3.0,RENT,29000.0,40,0,0.16
3966,0,16000,C,0.0,MORTGAGE,100000.0,24,0,0.27
3967,0,12000,A,3.0,MORTGAGE,77000.0,43,0,0.05
3968,0,9000,B,6.086331901181525,RENT,36000.0,23,0,0.2
3969,0,4200,C,8.0,MORTGAGE,72061.0,44,0,0.22
3970,1,25000,D,4.0,MORTGAGE,128000.0,27,1,0.94
3971,1,6125,D,1.0,MORTGAGE,40300.0,28,1,0.8
3972,1,5000,C,6.0,RENT,35000.0,26,1,0.85
3973,1,5275,C,4.0,RENT,15600.0,29,1,0.95
3974,1,9750,D,1.0,RENT,39000.0,31,1,0.9
3975,0,10000,A,7.0,MORTGAGE,45000.0,21,0,0.02
3976,1,3000,C,0.0,RENT,42000.0,23,1,1.0
3977,1,25000,E,5.0,RENT,75000.0,27,1,0.93
3978,0,1675,B,3.0,RENT,24960.0,23,0,0.15
3979,0,1325,A,17.0,OWN,39456.0,24,0,0.19
3980,0,6200,A,7.0,MORTGAGE,62000.0,24,0,0.07
3981,0,8000,A,2.0,RENT,78000.0,31,0,0.01
3982,1,13000,A,6.0,RENT,42000.0,26,1,0.85
3983,0,12000,B,0.0,OWN,23004.0,36,0,0.32
3984,1,14400,D,1.0,RENT,36120.0,38,1,0.8
3985,1,14500,D,1.0,RENT,36000.0,21,1,0.86
3986,1,3400,D,1.0,RENT,32004.0,32,1,0.93
3987,0,5000,A,4.0,MORTGAGE,45000.0,21,0,0.2
3988,0,6000,B,1.0,MORTGAGE,150000.0,26,0,0.19
3989,1,8000,C,9.0,RENT,42000.0,25,1,0.85
3990,1,22000,C,19.0,RENT,49000.0,25,1,0.91
3991,0,9600,C,14.0,RENT,58000.0,26,0,0.24
3992,0,10000,B,0.0,RENT,80000.0,25,0,0.09
3993,0,6000,B,32.0,MORTGAGE,75000.0,23,0,0.17
3994,0,4800,C,4.0,RENT,42000.0,22,0,0.03
3995,0,4400,B,0.0,MORTGAGE,48000.0,24,0,0.2
3996,0,19200,A,3.0,RENT,60000.0,28,0,0.12
3997,0,6500,E,0.0,RENT,21840.0,27,0,0.19
3998,1,14000,C,9.0,MORTGAGE,87000.0,30,1,0.9
3999,1,6000,D,3.0,RENT,15000.0,22,1,0.87
4000,1,5500,A,6.086331901181525,MORTGAGE,36780.0,25,1,0.85
4001,0,7000,B,25.0,MORTGAGE,70000.0,24,0,0.17
4002,0,15000,B,10.0,MORTGAGE,75000.0,23,0,0.19
4003,1,35000,D,14.0,OWN,100000.0,23,1,0.86
4004,1,25000,C,6.0,RENT,115000.0,36,1,0.83
4005,0,9000,B,1.0,RENT,41000.0,28,0,0.13
4006,1,10000,C,0.0,RENT,39000.0,25,1,0.95
4007,1,6000,B,6.0,MORTGAGE,48000.0,29,1,0.88
4008,0,10000,D,0.0,RENT,85000.0,23,0,0.19
4009,0,2500,A,6.0,MORTGAGE,81000.0,28,0,0.03
4010,0,20000,A,1.0,OWN,158000.0,29,0,0.17
4011,0,11000,B,3.0,RENT,90000.0,35,0,0.05
4012,0,12000,C,4.0,RENT,42000.0,23,0,0.19
4013,1,5000,B,6.0,MORTGAGE,77000.0,24,1,0.89
4014,0,3200,A,12.0,MORTGAGE,82000.0,26,0,0.12
4015,0,11500,A,5.0,MORTGAGE,29000.0,23,0,0.07
4016,0,25000,D,4.0,MORTGAGE,67100.0,24,0,0.28
4017,0,6425,C,0.0,RENT,70000.0,24,0,0.17
4018,0,25000,D,8.0,MORTGAGE,160000.0,24,0,0.19
4019,0,4000,A,0.0,RENT,45000.0,28,0,0.14
4020,1,8400,D,8.0,MORTGAGE,56000.0,27,1,0.89
4021,1,7000,A,8.0,MORTGAGE,39000.0,36,1,0.78
4022,0,4500,A,10.0,MORTGAGE,95000.0,23,0,0.12
4023,1,7550,B,21.0,RENT,73000.0,26,1,0.78
4024,1,2000,A,6.086331901181525,MORTGAGE,12600.0,22,1,0.88
4025,0,6600,A,25.0,OWN,26400.0,35,0,0.09
4026,0,3100,A,4.0,MORTGAGE,56004.0,27,0,0.02
4027,1,3325,D,0.0,RENT,75000.0,27,1,0.87
4028,1,18000,B,3.0,MORTGAGE,85000.0,27,1,0.79
4029,1,7200,E,5.0,RENT,35000.0,37,1,0.79
4030,1,5000,D,6.0,RENT,50000.0,23,1,0.95
4031,0,21600,C,2.0,OWN,95000.0,41,0,0.26
4032,1,20000,C,21.0,MORTGAGE,100000.0,33,1,0.86
4033,0,10000,B,18.0,RENT,88000.0,26,0,0.16
4034,0,15000,B,5.0,RENT,65000.0,29,0,0.04
4035,0,25000,F,0.0,MORTGAGE,225000.0,25,0,0.21
4036,0,3000,A,7.0,MORTGAGE,54000.0,23,0,0.08
4037,1,7500,C,7.0,MORTGAGE,92004.0,26,1,0.83
4038,0,6000,D,4.0,RENT,18996.0,22,0,0.26
4039,0,9350,A,4.0,RENT,50000.0,22,0,0.08
4040,0,3000,A,2.0,RENT,42000.0,23,0,0.23
4041,1,6000,E,0.0,RENT,50000.0,34,1,0.82
4042,0,11350,A,6.0,RENT,43200.0,33,0,0.19
4043,1,15000,D,2.0,MORTGAGE,99996.0,29,1,0.91
4044,0,6000,A,11.0,MORTGAGE,98004.0,43,0,0.02
4045,1,13750,C,2.0,MORTGAGE,42000.0,25,1,0.92
4046,1,4400,C,15.0,MORTGAGE,51480.0,23,1,0.95
4047,0,7500,B,11.0,MORTGAGE,79000.0,25,0,0.02
4048,0,9000,B,0.0,RENT,23900.0,22,0,0.21
4049,0,11700,A,6.086331901181525,MORTGAGE,77705.88,23,0,0.04
4050,0,10000,D,0.0,RENT,46000.0,42,0,0.29
4051,0,9600,A,5.0,MORTGAGE,50000.0,32,0,0.1
4052,0,8000,B,5.0,MORTGAGE,35000.0,35,0,0.21
4053,1,7200,A,26.0,MORTGAGE,61200.0,22,1,0.71
4054,0,7500,A,4.0,RENT,48000.0,23,0,0.09
4055,0,8575,B,26.0,MORTGAGE,120000.0,24,0,0.06
4056,1,20000,E,9.0,RENT,186462.0,36,1,0.78
4057,0,10000,A,2.0,MORTGAGE,37000.0,23,0,0.03
4058,1,3000,B,12.0,RENT,64800.0,23,1,0.76
4059,0,3000,B,0.0,RENT,21000.0,41,0,0.13
4060,0,5000,D,3.0,RENT,42000.0,29,0,0.23
4061,0,4750,C,0.0,MORTGAGE,25000.0,23,0,0.25
4062,0,8500,A,3.0,MORTGAGE,42000.0,24,0,0.1
4063,1,4000,B,0.0,RENT,130068.0,24,1,0.76
4064,0,5500,C,0.0,RENT,73700.0,24,0,0.13
4065,0,2500,C,2.0,RENT,14400.0,26,0,0.2
4066,1,4000,E,6.086331901181525,OWN,37200.0,25,1,0.85
4067,0,7000,A,0.0,RENT,60000.0,24,0,0.05
4068,0,1500,C,2.0,RENT,26000.0,29,0,0.22
4069,0,4000,B,3.0,RENT,31200.0,24,0,0.26
4070,1,12000,C,6.0,RENT,25200.0,34,1,0.93
4071,0,5000,B,0.0,MORTGAGE,38400.0,23,0,0.23
4072,0,16000,B,14.0,MORTGAGE,92000.0,34,0,0.09
4073,0,9200,B,6.086331901181525,OWN,32496.0,27,0,0.09
4074,1,6000,D,9.0,MORTGAGE,65827.0,47,1,0.81
4075,1,18000,D,8.0,RENT,48000.0,24,1,0.86
4076,1,3400,B,17.0,MORTGAGE,76145.0,25,1,0.87
4077,1,2000,A,3.0,RENT,45000.0,25,1,0.84
4078,1,2400,C,3.0,RENT,60000.0,24,1,0.9
4079,1,10000,D,8.0,RENT,68000.0,32,1,0.83
4080,0,3000,B,2.0,RENT,27600.0,21,0,0.16
4081,1,20000,C,3.0,RENT,108901.0,25,1,0.72
4082,0,1000,C,6.086331901181525,RENT,24000.0,30,0,0.14
4083,1,16400,C,5.0,OWN,54996.0,27,1,0.96
4084,0,4000,C,5.0,RENT,86095.0,27,0,0.04
4085,0,15000,D,3.0,RENT,45000.0,26,0,0.23
4086,1,20000,C,9.0,RENT,69000.0,30,1,0.88
4087,1,12000,D,22.0,RENT,72000.0,25,1,0.83
4088,1,1500,B,6.086331901181525,RENT,30000.0,28,1,0.7783333333333334
4089,1,4325,A,1.0,RENT,48000.0,23,1,0.79
4090,0,10000,D,3.0,RENT,57600.0,23,0,0.26
4091,0,5050,D,8.0,RENT,40000.0,26,0,0.27
4092,0,9000,A,3.0,MORTGAGE,110000.0,36,0,0.05
4093,1,7500,D,1.0,RENT,37000.0,28,1,0.91
4094,0,10000,B,0.0,MORTGAGE,85000.0,24,0,0.13
4095,0,6000,A,33.0,MORTGAGE,120000.0,23,0,0.03
4096,0,7000,A,5.0,RENT,60000.0,24,0,0.05
4097,0,16000,E,3.0,RENT,139992.0,23,0,0.08
4098,0,1600,C,2.0,RENT,23000.0,24,0,0.26
4099,1,20000,B,13.0,RENT,75000.0,28,1,0.89
4100,0,8000,B,5.0,RENT,27996.0,30,0,0.14
4101,0,7000,A,5.0,MORTGAGE,43000.0,21,0,0.25
4102,0,10000,C,1.0,MORTGAGE,100000.0,29,0,0.01
4103,1,16000,B,0.0,MORTGAGE,93000.0,23,1,0.78
4104,0,10000,B,1.0,RENT,45000.0,28,0,0.02
4105,1,10000,A,1.0,RENT,30000.0,22,1,0.81
4106,0,3600,B,4.0,RENT,31000.0,22,0,0.2
4107,0,4000,B,3.0,MORTGAGE,45000.0,22,0,0.11
4108,1,3000,A,1.0,RENT,54000.0,25,1,0.84
4109,1,10500,A,20.0,MORTGAGE,48000.0,23,1,0.68
4110,0,5000,C,0.0,RENT,32000.0,41,0,0.17
4111,1,13800,C,2.0,RENT,57600.0,27,1,0.88
4112,1,3500,A,2.0,RENT,12996.0,22,1,0.93
4113,0,12000,A,2.0,MORTGAGE,120000.0,24,0,0.02
4114,0,12000,A,2.0,MORTGAGE,44000.0,21,0,0.01
4115,0,8500,B,2.0,MORTGAGE,55000.0,26,0,0.11
4116,1,15000,B,8.0,MORTGAGE,50000.0,23,1,0.84
4117,0,11500,B,5.0,MORTGAGE,34000.0,22,0,0.2
4118,1,21200,B,20.0,MORTGAGE,60000.0,23,1,0.78
4119,0,7200,A,4.0,MORTGAGE,105000.0,23,0,0.04
4120,1,6000,A,6.086331901181525,RENT,21640.0,24,1,0.76
4121,0,18000,B,12.0,RENT,66000.0,25,0,0.19
4122,1,35000,A,0.0,MORTGAGE,150000.0,31,1,0.62
4123,0,12000,E,2.0,RENT,85000.0,25,0,0.02
4124,0,9200,A,1.0,MORTGAGE,68000.0,40,0,0.05
4125,0,9225,A,5.0,OWN,45996.0,26,0,0.1
4126,0,3500,D,4.0,RENT,48000.0,28,0,0.08
4127,0,4000,B,1.0,RENT,35000.0,31,0,0.21
4128,0,5000,A,8.0,RENT,60000.0,30,0,0.08
4129,0,18250,B,0.0,RENT,34000.0,22,0,0.25
4130,0,13000,A,2.0,MORTGAGE,72100.0,22,0,0.05
4131,1,8000,D,15.0,OWN,45678.84,28,1,0.92
4132,0,7500,A,2.0,MORTGAGE,48000.0,33,0,0.01
4133,0,16800,A,3.0,MORTGAGE,121000.0,27,0,0.04
4134,1,8000,C,0.0,RENT,13000.0,31,1,0.92
4135,0,15000,A,13.0,MORTGAGE,97781.0,23,0,0.15
4136,1,14000,B,6.0,MORTGAGE,90000.0,23,1,0.88
4137,0,6000,A,4.0,MORTGAGE,76486.08,26,0,0.03
4138,1,7000,C,4.0,RENT,45000.0,27,1,0.86
4139,1,3200,B,11.0,MORTGAGE,77000.0,22,1,0.86
4140,1,3000,B,1.0,RENT,42000.0,22,1,0.79
4141,0,8000,C,9.0,RENT,64000.0,31,0,0.2
4142,0,15000,C,3.0,MORTGAGE,80300.0,34,0,0.27
4143,0,12000,A,3.0,RENT,52000.0,32,0,0.09
4144,1,3000,C,6.086331901181525,OWN,57600.0,27,1,0.93
4145,0,6400,B,4.0,RENT,75000.0,24,0,0.15
4146,0,6000,C,27.0,OWN,75000.0,27,0,0.11
4147,0,19750,C,0.0,RENT,45000.0,36,0,0.21
