default,amount,grade,years,ownership,income,age
0,6000,A,11,MORTGAGE,98004,43
1,13750,C,2,MORTGAGE,42000,25
1,4400,C,15,MORTGAGE,51480,23
0,7500,B,11,MORTGAGE,79000,25
0,9000,B,0,RENT,23900,22
0,11700,A,,MORTGAGE,77705.88,23
0,10000,D,0,RENT,46000,42
0,9600,A,5,MORTGAGE,50000,32
0,8000,B,5,MORTGAGE,35000,35
1,7200,A,26,MORTGAGE,61200,22
0,7500,A,4,RENT,48000,23
0,8575,B,26,MORTGAGE,120000,24
1,20000,E,9,RENT,186462,36
0,10000,A,2,MORTGAGE,37000,23
1,3000,B,12,RENT,64800,23
0,3000,B,0,RENT,21000,41
0,5000,D,3,RENT,42000,29
0,4750,C,0,MORTGAGE,25000,23
0,8500,A,3,MORTGAGE,42000,24
1,4000,B,0,RENT,130068,24
0,5500,C,0,RENT,73700,24
0,2500,C,2,RENT,14400,26
1,4000,E,,OWN,37200,25
0,7000,A,0,RENT,60000,24
0,1500,C,2,RENT,26000,29
0,4000,B,3,RENT,31200,24
1,12000,C,6,RENT,25200,34
0,5000,B,0,MORTGAGE,38400,23
0,16000,B,14,MORTGAGE,92000,34
0,9200,B,,OWN,32496,27
1,6000,D,9,MORTGAGE,65827,47
1,18000,D,8,RENT,48000,24
1,3400,B,17,MORTGAGE,76145,25
1,2000,A,3,RENT,45000,25
1,2400,C,3,RENT,60000,24
1,10000,D,8,RENT,68000,32
0,3000,B,2,RENT,27600,21
1,20000,C,3,RENT,108901,25
0,1000,C,,RENT,24000,30
1,16400,C,5,OWN,54996,27
0,4000,C,5,RENT,86095,27
0,15000,D,3,RENT,45000,26
1,20000,C,9,RENT,69000,30
1,12000,D,22,RENT,72000,25
1,1500,B,,RENT,30000,28
1,4325,A,1,RENT,48000,23
0,10000,D,3,RENT,57600,23
0,5050,D,8,RENT,40000,26
0,9000,A,3,MORTGAGE,110000,36
1,7500,D,1,RENT,37000,28
0,10000,B,0,MORTGAGE,85000,24
0,6000,A,33,MORTGAGE,120000,23
0,7000,A,5,RENT,60000,24
0,16000,E,3,RENT,139992,23
0,1600,C,2,RENT,23000,24
1,20000,B,13,RENT,75000,28
0,8000,B,5,RENT,27996,30
0,7000,A,5,MORTGAGE,43000,21
0,10000,C,1,MORTGAGE,100000,29
1,16000,B,0,MORTGAGE,93000,23
0,10000,B,1,RENT,45000,28
1,10000,A,1,RENT,30000,22
0,3600,B,4,RENT,31000,22
0,4000,B,3,MORTGAGE,45000,22
1,3000,A,1,RENT,54000,25
1,10500,A,20,MORTGAGE,48000,23
0,5000,C,0,RENT,32000,41
1,13800,C,2,RENT,57600,27
1,3500,A,2,RENT,12996,22
0,12000,A,2,MORTGAGE,120000,24
0,12000,A,2,MORTGAGE,44000,21
0,8500,B,2,MORTGAGE,55000,26
1,15000,B,8,MORTGAGE,50000,23
0,11500,B,5,MORTGAGE,34000,22
1,21200,B,20,MORTGAGE,60000,23
0,7200,A,4,MORTGAGE,105000,23
1,6000,A,,RENT,21640,24
0,18000,B,12,RENT,66000,25
1,35000,A,0,MORTGAGE,150000,31
0,12000,E,2,RENT,85000,25
0,9200,A,1,MORTGAGE,68000,40
0,9225,A,5,OWN,45996,26
0,3500,D,4,RENT,48000,28
0,4000,B,1,RENT,35000,31
0,5000,A,8,RENT,60000,30
0,18250,B,0,RENT,34000,22
0,13000,A,2,MORTGAGE,72100,22
1,8000,D,15,OWN,45678.84,28
0,7500,A,2,MORTGAGE,48000,33
0,16800,A,3,MORTGAGE,121000,27
1,8000,C,0,RENT,13000,31
0,15000,A,13,MORTGAGE,97781,23
1,14000,B,6,MORTGAGE,90000,23
0,6000,A,4,MORTGAGE,76486.08,26
1,7000,C,4,RENT,45000,27
1,3200,B,11,MORTGAGE,77000,22
1,3000,B,1,RENT,42000,22
0,8000,C,9,RENT,64000,31
0,15000,C,3,MORTGAGE,80300,34
0,12000,A,3,RENT,52000,32
1,3000,C,,OWN,57600,27
0,6400,B,4,RENT,75000,24
0,6000,C,27,OWN,75000,27
0,19750,C,0,RENT,45000,36
0,1000,B,3,MORTGAGE,35138.4,25
0,2100,B,3,RENT,39000,27
1,9000,A,3,MORTGAGE,86400,23
0,16750,B,15,MORTGAGE,42000,49
0,5000,C,3,RENT,65000,23
0,11200,A,9,MORTGAGE,87000,22
1,10000,C,3,MORTGAGE,30000,22
1,7000,A,12,RENT,66000,24
0,2500,B,1,RENT,115000,32
0,12000,A,2,RENT,42000,25
1,3300,C,0,OWN,41196,33
1,11200,B,3,RENT,75000,30
0,3000,B,5,MORTGAGE,34800,27
0,14000,A,5,RENT,36000,34
1,14400,C,3,MORTGAGE,48000,48
0,6500,B,9,MORTGAGE,57600,24
0,4000,A,8,OWN,26748,45
1,9600,A,3,RENT,65000,26
1,9000,B,4,MORTGAGE,145000,26
1,12250,A,4,MORTGAGE,40000,26
0,1500,B,13,MORTGAGE,35000,41
1,28000,A,4,MORTGAGE,118000,24
1,7650,E,4,RENT,39000,29
0,7500,B,1,OWN,22300,23
0,17300,D,8,MORTGAGE,56400,22
0,12000,C,0,RENT,48000,26
0,5000,C,24,RENT,90000,23
0,6000,D,1,RENT,45000,23
0,6000,C,3,RENT,46000,25
0,2700,B,6,RENT,15000,30
0,16775,C,7,RENT,83000,30
0,8000,A,5,MORTGAGE,70000,25
0,25000,B,19,MORTGAGE,102489.4,30
0,11000,A,9,RENT,43000,24
0,5000,B,6,MORTGAGE,69996,24
1,9725,B,8,OWN,50000,29
1,3000,B,7,RENT,80400,33
0,21000,B,3,RENT,80000,23
1,2050,B,1,RENT,30000,31
0,9175,B,15,OWN,25000,32
0,10000,C,4,RENT,33000,23
0,12000,A,1,MORTGAGE,1200000,32
0,10000,A,0,RENT,90000,23
0,7400,E,0,RENT,48000,25
0,10000,C,8,MORTGAGE,72000,34
0,12000,A,0,MORTGAGE,95400,21
0,2150,B,0,RENT,20000,28
1,5000,B,13,RENT,55000,30
0,3000,A,9,MORTGAGE,48156,22
0,12000,B,0,MORTGAGE,65000,49
1,15000,B,3,MORTGAGE,182496,27
0,5000,A,6,RENT,34000,25
0,16000,A,13,MORTGAGE,90000,22
0,21000,B,6,RENT,117000,29
0,6400,C,0,RENT,25000,23
0,1600,B,2,MORTGAGE,30000,29
0,12000,B,13,OWN,33000,22
0,15000,B,0,MORTGAGE,19500,21
0,4500,A,3,MORTGAGE,58000,21
1,6000,D,4,RENT,55000,21
0,3200,A,3,OWN,50000,28
0,9000,D,34,RENT,56000,24
1,2000,A,22,MORTGAGE,63600,35
0,5000,C,1,OWN,85000,25
0,7000,A,14,MORTGAGE,25000,26
1,6000,A,2,RENT,37200,27
1,10000,B,4,MORTGAGE,73524,24
1,24000,B,4,MORTGAGE,90000,28
1,25000,B,4,MORTGAGE,80000,23
1,6000,C,12,RENT,58800,22
0,2000,A,0,RENT,44000,30
0,7975,A,8,MORTGAGE,40800,22
0,4075,A,6,MORTGAGE,45000,24
0,6500,C,0,RENT,55000,38
1,6000,A,0,RENT,50000,40
1,4800,C,4,RENT,36000,22
0,4000,C,0,RENT,17500,21
1,3800,D,0,OWN,20400,22
0,11500,A,17,OWN,60000,22
0,7500,A,3,MORTGAGE,83000,31
0,9000,C,2,RENT,34000,24
0,15000,D,3,MORTGAGE,58000,24
0,6500,B,2,RENT,26400,29
1,6000,B,4,RENT,38004,30
0,6000,B,20,RENT,80490,24
0,10000,A,6,RENT,79200,28
0,20000,E,0,MORTGAGE,120000,25
0,5000,C,5,RENT,87000,36
1,14400,B,8,RENT,125000,25
0,9300,A,11,MORTGAGE,96900,24
0,17000,A,3,RENT,55782,24
1,10000,D,40,RENT,30000,28
0,8000,D,2,RENT,45000,41
0,7000,A,2,RENT,50000,26
1,2800,C,3,MORTGAGE,45325,23
0,24000,B,29,MORTGAGE,85000,25
1,8000,C,5,MORTGAGE,52000,31
0,21000,A,1,MORTGAGE,144000,36
1,2000,D,2,RENT,14400,26
1,1950,B,0,MORTGAGE,100128,24
0,4000,A,7,RENT,33000,27
1,8000,D,3,RENT,52000,26
0,20000,B,2,MORTGAGE,135000,31
0,15000,A,15,MORTGAGE,148000,22
0,8500,A,5,RENT,64777.55,38
0,5000,A,7,MORTGAGE,44000,25
0,3200,A,2,OWN,9600,24
1,6250,D,4,MORTGAGE,28000,43
0,10000,C,7,MORTGAGE,38400,24
0,15000,D,3,RENT,52800,32
0,3600,B,4,RENT,53000,33
1,9400,A,6,RENT,33000,41
1,16250,B,5,RENT,53000,26
1,20000,D,2,RENT,52000,22
0,6000,A,0,RENT,33500,33
1,3000,C,7,RENT,31400,31
1,9600,B,3,MORTGAGE,39996,31
0,8500,C,8,MORTGAGE,69383,22
0,16500,A,18,MORTGAGE,107900,26
1,10000,B,0,RENT,43200,53
0,2800,C,4,MORTGAGE,25000,21
1,4800,E,11,RENT,73200,22
0,15000,A,11,MORTGAGE,110004,25
1,10000,C,18,RENT,32000,23
0,1450,C,0,RENT,17000,29
1,8500,C,1,MORTGAGE,78000,22
1,20000,E,2,MORTGAGE,68000,25
0,5200,A,8,MORTGAGE,48000,32
0,6000,B,6,RENT,45000,38
0,15000,A,15,MORTGAGE,95200,32
1,22500,A,3,MORTGAGE,50000,26
0,1000,D,22,MORTGAGE,42588,21
1,6000,A,3,OWN,50000,22
0,4000,B,1,RENT,26000,23
0,33000,E,13,MORTGAGE,220000,32
1,20000,C,8,RENT,75000,35
1,7200,A,5,OWN,25000,23
0,4525,A,,OWN,24960,22
0,3500,C,1,RENT,26400,22
1,25000,B,9,MORTGAGE,84000,24
0,4000,B,17,MORTGAGE,45000,25
1,10000,D,4,MORTGAGE,90000,28
1,25000,C,1,MORTGAGE,130000,34
0,25000,E,4,MORTGAGE,72400,24
1,10000,A,20,OWN,59000,28
0,6000,A,2,RENT,47000,22
1,14500,C,3,RENT,57996,22
0,15000,A,13,MORTGAGE,100000,22
0,20000,D,0,OTHER,79404,25
0,4200,A,8,MORTGAGE,66000,31
1,3000,C,4,RENT,18000,23
0,14850,A,8,RENT,31500,25
1,5000,B,3,RENT,52000,43
0,4000,A,0,RENT,55000,26
1,6000,B,3,RENT,45600,26
0,4400,B,7,OWN,26496,34
1,12000,B,1,MORTGAGE,94800,23
0,8000,A,2,MORTGAGE,64000,34
1,7000,A,,MORTGAGE,45000,24
1,12000,D,16,RENT,250000,27
0,18325,A,11,MORTGAGE,159960,26
0,2000,C,24,MORTGAGE,30000,22
1,12000,A,23,MORTGAGE,53000,25
1,2000,C,2,OWN,35000,34
1,7000,C,18,RENT,67350,28
0,6500,A,26,MORTGAGE,38500,21
0,7000,C,2,RENT,24000,26
0,3000,B,0,MORTGAGE,129600,25
1,5000,C,15,RENT,83004,32
0,12000,C,3,MORTGAGE,45000,39
1,2500,D,6,RENT,38400,33
1,10000,B,9,RENT,35004,34
0,12000,A,11,MORTGAGE,65000,26
1,4000,B,1,MORTGAGE,35000,28
0,3000,C,38,MORTGAGE,105000,24
1,10000,B,3,MORTGAGE,80000,22
0,1800,C,0,RENT,57000,22
1,12000,C,9,MORTGAGE,88000,31
1,7200,B,6,RENT,50000,35
0,20000,E,13,MORTGAGE,90996,24
0,17500,E,7,RENT,54996,24
1,4500,E,2,RENT,21000,25
0,4800,B,5,RENT,26004,22
0,3300,B,1,MORTGAGE,45000,22
0,7800,B,3,MORTGAGE,26000,23
1,7000,C,7,OWN,60000,49
0,12475,A,5,MORTGAGE,66000,48
1,7500,D,7,MORTGAGE,50000,21
0,7000,A,3,OWN,42000,22
1,20000,E,18,RENT,76000,24
1,5000,C,1,OWN,30000,33
0,12000,D,5,RENT,72000,34
1,7000,E,5,OWN,46800,25
0,7200,A,22,MORTGAGE,40200,21
0,20000,A,4,MORTGAGE,59000,22
1,4500,B,1,MORTGAGE,42000,26
0,15000,C,3,RENT,122000,27
1,20000,D,15,MORTGAGE,100000,25
1,15450,E,5,MORTGAGE,42000,28
0,16000,B,20,MORTGAGE,300000,34
0,10000,B,5,RENT,39600,22
0,10000,B,0,MORTGAGE,75000,32
1,1300,C,3,RENT,9600,24
0,7000,B,11,MORTGAGE,59147,27
1,3600,C,6,MORTGAGE,98000,33
0,12000,C,5,MORTGAGE,54000,22
0,20000,B,0,RENT,100000,22
0,20000,B,10,MORTGAGE,81600,25
0,3050,A,13,MORTGAGE,30000,46
0,8500,B,9,MORTGAGE,42000,29
1,8400,A,12,RENT,72000,28
0,9000,B,5,MORTGAGE,120000,29
0,8000,B,0,RENT,26000,22
0,35000,A,0,MORTGAGE,144000,35
1,12000,D,12,MORTGAGE,54000,22
1,12000,C,1,RENT,79500,23
0,8000,B,3,RENT,52000,26
1,18250,C,8,RENT,52000,25
0,4000,C,4,RENT,54000,27
1,25000,D,3,MORTGAGE,134000,35
0,8000,B,3,RENT,50000,24
0,3000,A,2,RENT,64200,40
0,23750,B,6,MORTGAGE,80000,27
1,7200,B,0,RENT,14400,22
0,12000,A,7,RENT,91392,23
0,5000,A,0,MORTGAGE,95000,28
0,19775,B,2,RENT,49110.32,30
0,7000,A,12,RENT,75000,36
1,14000,A,11,OWN,45600,23
0,3250,D,4,OWN,25920,24
1,19275,E,8,RENT,33600,40
1,8400,C,,MORTGAGE,66000,27
1,2500,A,,OWN,12000,21
0,25000,B,9,MORTGAGE,125000,24
0,4000,B,2,RENT,24000,23
0,7250,A,0,RENT,20800,30
0,1500,A,2,RENT,32004,35
1,2400,D,1,RENT,30000,21
0,15000,B,18,RENT,28000,22
1,15000,D,1,RENT,110000,60
1,5800,A,,RENT,26988,31
1,22000,C,4,MORTGAGE,83200,23
0,5600,A,16,RENT,43000,32
0,10000,B,1,RENT,145000,26
0,12000,A,5,MORTGAGE,80000,25
0,8000,A,5,RENT,45286.8,23
1,8000,C,0,MORTGAGE,37732.83,35
1,10000,A,18,MORTGAGE,55000,22
1,5600,D,1,RENT,45000,22
1,6000,B,1,OWN,35000,36
0,8000,B,6,RENT,25000,43
0,3500,B,4,MORTGAGE,59000,26
0,12000,B,5,MORTGAGE,100000,24
1,15250,B,4,MORTGAGE,90000,23
0,9500,A,3,RENT,60000,36
1,11225,D,14,MORTGAGE,31356,22
1,2500,C,7,MORTGAGE,40000,28
1,5000,D,14,MORTGAGE,89000,24
1,8000,D,0,RENT,41600,30
1,3550,B,4,RENT,38400,29
1,4200,D,3,RENT,22560,22
1,2775,D,0,RENT,25000,37
0,6300,B,5,OWN,28000,30
0,4000,D,0,OWN,31193,22
0,18000,A,11,MORTGAGE,99000,22
1,20000,B,5,MORTGAGE,100970,27
0,10000,B,5,MORTGAGE,75000,25
1,12000,D,5,RENT,125000,32
1,5350,C,6,MORTGAGE,52000,36
1,4000,C,11,RENT,45000,37
1,14500,C,3,RENT,43200,25
0,10000,C,0,MORTGAGE,80000,27
1,6000,B,21,RENT,63000,31
0,4000,D,27,MORTGAGE,50000,34
1,8000,C,1,OWN,30000,47
0,20000,B,7,MORTGAGE,65004,26
0,10000,A,0,RENT,25000,34
1,10000,B,12,RENT,30000,22
0,3000,B,9,MORTGAGE,88200,26
0,12000,A,3,OWN,67000,22
0,6400,A,21,OWN,44000,23
0,1000,C,1,RENT,25000,26
0,9500,B,2,RENT,65000,47
0,3600,A,14,OWN,67000,29
0,17600,C,,RENT,59256,25
1,12000,D,1,RENT,84000,23
0,5200,A,2,RENT,30000,28
0,1400,B,0,RENT,10000,24
0,10000,C,0,OWN,37000,41
1,3000,C,3,MORTGAGE,108000,27
0,5600,A,12,MORTGAGE,72000,37
1,20000,C,7,RENT,76000,26
0,5500,B,1,RENT,57000,25
0,6000,C,3,RENT,22600,21
0,12000,A,2,MORTGAGE,44000,21
0,14500,A,3,RENT,55000,24
0,12800,B,1,MORTGAGE,99600,25
0,7000,A,2,RENT,31200,25
1,4200,A,12,RENT,35000,22
0,10000,B,3,MORTGAGE,54000,28
0,13000,B,8,RENT,69996,23
0,10000,C,4,RENT,54996,36
0,10000,D,1,RENT,26000,36
1,15000,B,1,RENT,40000,23
1,5725,C,3,MORTGAGE,22404,28
1,7000,B,23,MORTGAGE,98100,23
0,18600,C,2,RENT,99700,28
1,6400,E,6,RENT,75000,26
0,10000,A,1,MORTGAGE,60000,22
0,17800,B,6,MORTGAGE,61781,24
0,3000,A,4,RENT,45000,24
1,3000,C,11,RENT,45000,26
0,1000,C,2,RENT,16800,22
0,14000,A,4,RENT,80000,32
0,5000,B,0,RENT,75000,30
1,7500,C,1,RENT,26300,38
1,7200,C,0,MORTGAGE,114000,34
1,9600,B,1,RENT,28800,21
0,10000,C,0,MORTGAGE,100000,26
0,12000,B,0,RENT,65000,27
1,3000,B,14,RENT,43000,23
1,1200,B,0,RENT,34000,26
0,7000,A,11,MORTGAGE,57738,23
0,10375,A,6,MORTGAGE,79000,22
0,4000,B,3,MORTGAGE,60000,24
0,4500,B,21,MORTGAGE,60000,30
0,20000,A,2,RENT,50000,55
1,28000,D,13,OWN,76000,29
0,25000,D,0,MORTGAGE,120000,24
1,5500,D,2,RENT,21700,21
0,6000,A,10,OWN,43200,22
1,10000,C,3,RENT,48000,25
1,9200,B,,RENT,22800,22
0,9600,B,2,RENT,85000,23
0,5000,A,19,RENT,60000,28
0,3000,A,3,RENT,25000,24
0,8000,A,4,RENT,43300,24
0,6400,C,3,RENT,30000,23
0,5400,A,1,MORTGAGE,98406,32
1,10000,B,28,MORTGAGE,56820,28
0,6000,A,15,RENT,125004,28
1,1500,A,5,RENT,30000,35
1,2200,C,,RENT,15000,29
0,10000,A,0,RENT,30000,24
0,2500,A,5,MORTGAGE,28000,23
0,3500,C,1,MORTGAGE,60000,40
0,15000,B,14,MORTGAGE,90000,29
0,10000,A,13,MORTGAGE,54000,30
0,5000,A,7,RENT,62000,27
1,7000,D,3,RENT,120000,32
1,9000,B,7,RENT,33600,21
0,10000,B,2,OWN,30000,32
0,4500,C,14,OWN,12000,25
1,25000,D,5,RENT,151016.08,31
1,3500,C,3,OWN,25000,31
1,5000,A,14,RENT,37513,27
0,10000,C,3,RENT,36000,22
0,10750,B,3,RENT,24960,27
0,6000,A,4,MORTGAGE,44500,28
0,12000,B,8,RENT,34000,24
0,12000,C,2,RENT,37920,29
1,7200,B,2,RENT,33000,29
0,14000,C,0,RENT,100000,38
0,5600,B,3,RENT,60000,21
1,5000,A,17,MORTGAGE,100000,27
1,7000,A,,OWN,22800,30
1,6950,D,0,RENT,25000,24
0,10000,A,13,RENT,54000,33
0,10000,F,2,MORTGAGE,185000,48
0,5000,B,11,RENT,108000,24
0,12000,A,4,RENT,38001.6,24
1,9000,D,23,MORTGAGE,54000,38
1,12000,B,3,RENT,64000,22
0,12000,D,2,RENT,40046,30
0,6000,A,0,MORTGAGE,80004,26
0,3000,D,13,MORTGAGE,42000,30
0,8000,D,5,RENT,90000,22
1,25000,A,3,MORTGAGE,53148,23
0,9000,D,3,MORTGAGE,65993,45
0,12000,E,3,RENT,125004,33
0,3500,A,6,MORTGAGE,42000,21
1,1800,C,7,RENT,40000,22
0,7000,B,2,RENT,52000,25
1,13475,C,1,RENT,35000,23
1,10000,E,26,MORTGAGE,175400,33
0,12000,A,0,MORTGAGE,75000,24
0,10625,D,,MORTGAGE,30000,25
0,5000,C,19,MORTGAGE,90000,34
1,14000,A,5,MORTGAGE,132000,29
0,15000,C,5,MORTGAGE,116000,33
0,1400,B,11,MORTGAGE,50000,30
1,2575,C,0,RENT,44420,35
0,9500,A,2,RENT,56400,22
0,1000,C,16,MORTGAGE,50000,30
0,2500,A,1,RENT,48000,28
0,4800,B,1,MORTGAGE,96000,24
0,2000,B,3,RENT,42000,28
1,10000,B,1,RENT,40000,24
1,24250,C,16,RENT,130000,50
1,5000,B,,MORTGAGE,50000,24
0,2400,B,5,RENT,43000,22
1,7750,C,,RENT,24000,29
1,10000,E,0,RENT,60000,22
1,10000,B,4,MORTGAGE,140000,25
0,5500,D,3,RENT,50052,22
1,4800,B,,RENT,31200,22
0,8000,D,10,RENT,45000,21
1,8875,B,1,RENT,23000,22
1,10800,B,3,MORTGAGE,83000,26
0,1500,B,11,RENT,27000,27
0,5000,B,4,OWN,30000,27
1,17725,B,14,RENT,38220,27
0,14000,A,2,OWN,40000,33
0,7200,B,6,MORTGAGE,40000,23
0,5600,B,0,MORTGAGE,92000,26
0,30000,D,4,RENT,75000,25
0,11500,G,0,OWN,27000,27
0,3000,C,6,MORTGAGE,51000,25
0,5000,C,2,MORTGAGE,45500,27
1,19200,C,9,RENT,80000,37
1,8000,B,4,MORTGAGE,55000,22
0,6000,D,5,MORTGAGE,73000,32
0,20000,B,5,OWN,41717,22
0,4000,A,6,OWN,66480,23
1,7000,A,,OWN,30156,29
0,5000,A,1,OWN,20000,29
1,6000,D,5,MORTGAGE,27600,24
1,3000,B,4,RENT,50000,23
1,3200,B,8,RENT,37000,21
1,11000,C,0,RENT,42000,23
1,15000,A,18,MORTGAGE,126000,30
0,1000,B,23,MORTGAGE,87000,26
0,2400,B,0,RENT,100000,37
0,6000,D,2,RENT,39000,22
1,10000,C,0,RENT,40000,25
0,8000,C,7,RENT,30000,24
0,7000,A,7,OWN,14400,36
1,6000,B,2,RENT,28800,21
1,7500,B,5,MORTGAGE,45500,31
0,12000,B,8,RENT,31200,22
0,10000,A,1,RENT,62000,23
0,7000,A,4,RENT,29736,31
1,7200,B,6,RENT,30000,33
0,20000,D,0,MORTGAGE,145992,26
1,9600,D,4,RENT,60000,27
0,14400,A,4,RENT,85000,27
1,16000,D,3,MORTGAGE,78500,25
0,5000,B,2,OWN,25000,37
0,22000,A,9,MORTGAGE,55920,33
1,9250,A,2,RENT,67000,30
1,15000,B,3,RENT,48564,30
0,15000,C,11,MORTGAGE,100500,27
0,13650,D,2,RENT,63936,28
0,10000,C,6,RENT,93000,23
1,3200,C,6,MORTGAGE,47000,31
1,6500,C,9,MORTGAGE,63000,24
0,3000,B,5,RENT,36000,31
1,7500,C,0,RENT,72000,28
0,12000,A,17,RENT,29435,24
1,10000,C,12,OWN,60000,22
1,5100,B,,OWN,33996,24
0,1250,B,4,OWN,29500,36
1,12000,A,,RENT,31800,22
0,5000,B,6,RENT,35000,38
1,5000,A,0,MORTGAGE,66000,26
0,16000,B,2,MORTGAGE,120000,27
1,18000,B,19,MORTGAGE,120000,23
0,11200,A,9,RENT,66000,42
0,20000,B,3,MORTGAGE,102000,26
0,12000,C,12,OWN,51000,39
0,6500,A,4,MORTGAGE,95000,25
1,1400,B,17,RENT,48000,23
1,20000,B,62,OWN,80000,24
1,24000,D,11,MORTGAGE,125000,42
0,8000,B,2,RENT,115000,25
1,10000,D,4,MORTGAGE,100000,35
0,20000,C,11,MORTGAGE,72893,25
0,5000,B,8,OWN,54000,34
0,13000,B,5,RENT,70000,39
0,13000,B,18,MORTGAGE,95000,36
0,5000,A,9,RENT,70000,35
0,2750,D,2,RENT,16800,23
0,12500,B,0,RENT,130000,32
0,1000,B,23,MORTGAGE,87000,26
0,3650,B,14,MORTGAGE,105000,22
0,15000,C,4,MORTGAGE,31200,27
0,5000,C,4,RENT,27264,22
1,1000,B,,RENT,13728,24
0,7750,A,11,MORTGAGE,78000,22
1,4000,D,1,MORTGAGE,49000,24
0,14000,A,27,OWN,60000,22
0,14100,A,6,RENT,83203.68,30
1,5000,D,2,RENT,39996,24
1,9600,D,7,RENT,40000,25
1,28000,C,1,MORTGAGE,160000,27
0,6200,A,4,RENT,56000,23
1,6500,E,0,RENT,65000,28
0,5600,B,2,MORTGAGE,110000,32
1,2500,A,3,RENT,150000,44
1,3000,C,4,MORTGAGE,200000,26
1,2400,C,0,RENT,28800,24
0,15000,B,14,RENT,81960,23
0,4000,D,8,MORTGAGE,33996,24
1,6000,F,2,RENT,48000,39
0,6000,C,7,RENT,21812,25
1,12000,D,3,OWN,28000,40
1,3000,B,2,RENT,14400,33
0,10000,A,4,RENT,67202,30
1,8500,C,2,MORTGAGE,43000,22
0,15000,E,2,RENT,96000,33
1,25000,E,0,MORTGAGE,180000,24
0,16000,D,17,OWN,75000,27
1,4000,C,1,RENT,18000,22
1,22000,B,8,RENT,89650,25
0,5500,C,2,RENT,30996,36
1,2900,B,6,MORTGAGE,70992,24
1,12000,C,7,RENT,70000,22
1,5000,C,0,RENT,24996,31
1,20000,C,21,MORTGAGE,64000,31
1,8000,C,6,RENT,82000,26
0,8000,A,15,MORTGAGE,30000,37
1,3500,C,22,RENT,70000,23
0,7000,A,2,OWN,80340,22
0,20000,C,3,RENT,175000,25
0,10000,A,10,OWN,72000,27
0,3600,B,5,RENT,80000,22
0,6000,A,26,OWN,114000,23
1,18000,F,4,MORTGAGE,150000,26
1,14000,D,11,MORTGAGE,88000,31
1,5000,C,11,MORTGAGE,43000,28
1,30000,E,1,MORTGAGE,116000,46
0,16000,B,1,MORTGAGE,40800,23
1,25000,B,3,MORTGAGE,86000,27
1,3000,C,3,RENT,27600,28
1,28250,D,7,MORTGAGE,120000,32
1,5300,D,5,RENT,50004,22
1,6000,B,0,MORTGAGE,60000,39
1,35000,D,2,MORTGAGE,90000,27
1,12000,G,8,MORTGAGE,50000,26
0,21000,B,14,MORTGAGE,90000,38
1,4000,D,2,RENT,45000,24
0,19200,A,5,MORTGAGE,42000,24
1,8000,D,7,RENT,42000,30
0,15000,C,16,RENT,61000,28
1,25000,C,3,RENT,124499.61,38
0,8000,B,5,RENT,50000,37
1,5000,C,5,RENT,21600,23
1,16000,D,0,RENT,48000,22
0,15000,A,1,MORTGAGE,62000,30
1,30750,D,2,RENT,80000,29
0,12000,B,16,MORTGAGE,105000,23
0,14000,B,3,RENT,105000,30
0,18000,B,0,RENT,130000,36
0,1200,A,0,RENT,60000,25
0,9000,A,4,RENT,46000,26
0,3900,A,,MORTGAGE,20112,36
1,12000,E,2,MORTGAGE,70000,24
1,10000,C,5,RENT,50000,27
1,20000,B,4,RENT,78000,23
0,4000,B,3,MORTGAGE,30000,29
0,14000,B,1,RENT,169000,22
1,7750,D,15,MORTGAGE,65619,27
0,20000,C,2,RENT,67000,27
1,8000,B,0,RENT,42816,24
0,12000,A,8,OWN,80000,24
0,7000,B,12,RENT,50000,24
1,25000,D,20,MORTGAGE,90000,22
1,6100,C,4,MORTGAGE,72000,38
1,11200,C,20,MORTGAGE,72000,30
1,3500,D,0,RENT,17280,22
1,6000,B,5,MORTGAGE,53000,28
1,12000,A,5,MORTGAGE,39996,28
0,23500,B,4,OWN,200000,31
1,2500,B,0,MORTGAGE,75000,23
1,10000,E,,RENT,100000,21
0,10000,B,18,MORTGAGE,120000,25
1,5000,D,6,OWN,40000,24
1,25000,E,2,RENT,66000,24
1,12000,C,1,MORTGAGE,39000,26
1,7000,D,7,RENT,36416.84,28
1,9000,D,1,MORTGAGE,62256,30
0,2000,B,,MORTGAGE,38795.4,36
0,14000,A,2,RENT,30000,24
0,25000,B,2,RENT,52000,22
0,12000,B,2,RENT,34999,29
1,7000,D,1,RENT,41520,27
1,2800,A,,MORTGAGE,15204,23
1,3000,C,18,RENT,45314,32
1,1200,A,2,MORTGAGE,57000,33
1,3000,D,4,MORTGAGE,65000,25
1,7000,B,4,MORTGAGE,29500,32
1,4000,D,2,RENT,18720,23
1,15000,B,20,RENT,60000,33
1,8000,C,0,RENT,23000,24
1,4900,D,3,OWN,18000,21
1,10000,C,11,RENT,30000,33
0,3025,B,7,RENT,80000,28
0,4000,B,,MORTGAGE,27000,23
0,7000,B,2,RENT,90000,22
0,4000,B,19,MORTGAGE,130000,30
0,17400,B,7,RENT,82000,24
0,8000,A,0,RENT,37000,22
1,1500,C,2,RENT,30996,40
1,8000,B,,RENT,60000,25
1,10000,C,4,MORTGAGE,23000,25
0,16000,A,3,MORTGAGE,480000,41
1,12000,B,11,RENT,51449,22
1,1500,A,0,RENT,52000,45
1,1800,B,2,RENT,25000,23
