default,amount,grade,years,ownership,income,age
0,3000,C,0,RENT,26208,27
0,10000,A,9,MORTGAGE,60000,38
0,3000,B,7,RENT,32640,26
0,16000,B,3,OWN,55000,24
0,14000,A,15,MORTGAGE,140000,37
0,15000,B,6,RENT,60000,31
1,10000,C,12,MORTGAGE,53004,28
0,9000,A,4,MORTGAGE,141000,28
0,16000,B,16,MORTGAGE,140000,24
0,2800,A,2,RENT,24000,40
0,20000,A,4,RENT,60000,22
0,6000,B,2,RENT,45000,23
0,5600,C,6,MORTGAGE,108041,28
0,9250,B,2,OWN,27996,23
0,10000,C,7,MORTGAGE,55000,21
0,8000,A,5,RENT,57996,23
0,10000,D,2,RENT,48000,29
0,6000,B,1,RENT,20000,30
0,5000,D,0,RENT,39996,23
0,9000,C,0,RENT,49500,22
0,10000,D,2,RENT,50000,22
0,12000,B,19,RENT,56000,21
0,4200,A,32,RENT,38400,24
0,4000,A,2,RENT,40000,22
0,10000,A,22,MORTGAGE,74000,22
0,6000,A,6,MORTGAGE,70000,24
0,15000,B,1,MORTGAGE,65000,25
0,2000,B,5,RENT,32000,26
0,9500,A,12,MORTGAGE,58896,22
0,8000,B,3,MORTGAGE,165000,35
0,7000,B,8,MORTGAGE,51000,22
0,4000,A,1,RENT,22000,27
1,6000,E,10,MORTGAGE,70000,28
0,21000,B,8,MORTGAGE,61000,26
0,15000,B,19,RENT,50400,26
0,4800,A,3,RENT,45000,21
0,12000,A,16,MORTGAGE,70000,25
0,8000,A,10,MORTGAGE,72000,24
1,10000,A,20,RENT,30000,25
0,5000,A,14,MORTGAGE,110000,25
0,8000,A,2,MORTGAGE,30000,23
0,6000,E,2,RENT,50004,27
0,2000,B,3,RENT,42000,28
0,12250,B,12,RENT,36000,23
1,15000,A,13,RENT,79000,23
0,8000,E,1,RENT,96000,25
0,22000,A,9,MORTGAGE,55920,33
0,25000,B,7,MORTGAGE,190000,28
0,12000,B,3,MORTGAGE,55000,30
0,5000,C,3,RENT,98000,27
0,2600,B,NA,OWN,24972,23
0,15000,A,12,MORTGAGE,87000,64
0,2500,A,3,MORTGAGE,40000,21
0,7000,A,7,MORTGAGE,93000,43
1,3000,D,3,MORTGAGE,80000,29
0,20000,A,16,MORTGAGE,138000,32
0,8250,A,5,RENT,30000,23
0,10000,A,25,RENT,95000,24
0,25000,B,1,MORTGAGE,105000,28
0,6000,B,3,RENT,51500,26
0,14000,A,11,MORTGAGE,114000,29
1,5100,B,NA,OWN,33996,24
0,2000,C,1,OWN,16500,38
0,4500,A,NA,RENT,51372,30
0,4000,A,3,RENT,40000,21
0,5750,B,1,RENT,34000,24
0,8500,C,23,MORTGAGE,26400,26
0,5000,B,7,RENT,35004,27
0,12000,C,19,MORTGAGE,75000,33
0,10400,B,0,RENT,42000,21
0,3600,C,16,MORTGAGE,83137,28
0,7000,C,8,RENT,81000,31
0,17500,A,15,MORTGAGE,60000,22
0,1750,C,3,OWN,12600,25
0,6000,B,0,MORTGAGE,41000,22
0,25000,E,3,MORTGAGE,155000,28
0,25000,B,17,MORTGAGE,54000,39
0,11000,A,11,MORTGAGE,39500,28
0,10000,A,0,MORTGAGE,90000,27
1,1500,D,0,RENT,57000,21
0,2500,A,0,RENT,24960,22
0,3500,A,12,MORTGAGE,54000,32
0,5000,B,5,RENT,24000,23
0,4000,D,27,MORTGAGE,50000,34
0,5000,D,4,RENT,32760,27
0,16000,D,0,RENT,110004,24
0,5000,A,0,MORTGAGE,43000,22
0,5000,A,37,OWN,30000,30
0,25000,D,4,RENT,135000,30
0,2400,C,2,OWN,78000,26
0,15000,B,15,RENT,55000,26
0,1200,A,11,MORTGAGE,54000,28
0,7200,A,26,MORTGAGE,22000,22
0,2000,A,0,RENT,45000,24
0,15000,D,5,RENT,92000,24
0,9225,A,5,OWN,45996,26
0,15000,D,5,MORTGAGE,71496,24
0,8400,E,4,RENT,102000,34
0,3800,A,1,RENT,55000,23
0,10000,D,12,RENT,99996,24
0,9000,A,2,RENT,60000,23
0,4000,F,2,RENT,19200,50
0,5000,C,19,MORTGAGE,90000,34
0,9000,A,4,MORTGAGE,30000,25
0,15000,B,1,MORTGAGE,72996,26
0,6000,C,4,MORTGAGE,97000,26
1,1925,C,6,RENT,78000,33
0,1800,B,5,RENT,168288,24
0,18000,A,2,MORTGAGE,117000,33
0,6000,A,2,MORTGAGE,49000,23
0,10000,A,4,RENT,90000,23
0,3000,C,4,RENT,23500,23
0,7500,D,5,RENT,30000,27
0,2500,D,1,MORTGAGE,18000,23
0,4000,B,3,MORTGAGE,170000,28
1,2000,B,NA,OWN,12000,28
0,6900,E,2,RENT,39000,24
0,8500,C,6,MORTGAGE,45996,24
0,6400,C,4,RENT,50000,27
0,4000,A,7,MORTGAGE,70000,28
0,7500,B,5,RENT,30028.8,21
0,25000,D,21,MORTGAGE,180000,24
0,20000,D,3,MORTGAGE,95000,39
0,3000,B,2,RENT,15840,57
0,4000,A,0,MORTGAGE,95000,30
0,5000,C,2,MORTGAGE,45500,27
1,12000,D,4,RENT,30000,30
0,25000,D,2,RENT,74872,29
0,25000,B,14,MORTGAGE,75689,23
1,10000,E,5,MORTGAGE,60000,23
0,7000,B,2,MORTGAGE,23500,24
0,6000,B,8,MORTGAGE,56004,22
0,17500,E,6,MORTGAGE,92300,27
0,3600,C,0,RENT,42000,22
0,16000,C,13,MORTGAGE,59000,27
0,4900,A,2,MORTGAGE,80000,26
0,6000,A,21,MORTGAGE,90000,25
0,13000,C,1,RENT,67500,24
0,8000,C,2,RENT,60000,26
0,8500,C,1,RENT,40000,22
1,9000,E,7,RENT,155000,24
0,1700,B,3,RENT,18000,29
0,6000,C,3,MORTGAGE,30000,28
0,3000,A,3,RENT,52000,24
0,10000,A,0,MORTGAGE,85000,48
1,3000,C,11,RENT,45000,26
0,8400,D,2,RENT,67000,23
0,1600,A,0,RENT,28150,22
0,4000,C,1,RENT,19200,24
0,3000,B,10,RENT,58800,33
0,5000,A,2,OWN,40000,36
0,12000,B,5,RENT,140000,23
0,4500,B,2,RENT,18000,21
0,6000,C,17,MORTGAGE,89849,29
0,12000,C,2,RENT,80000,24
0,7000,C,0,RENT,54000,22
0,6000,A,5,RENT,74970,26
0,7800,A,3,RENT,45000,24
0,25000,C,5,RENT,80000,26
0,8000,A,2,MORTGAGE,29160,27
0,3500,B,18,MORTGAGE,71000,24
0,1000,D,5,RENT,22296,27
1,7500,B,14,RENT,30000,33
0,7000,C,4,MORTGAGE,160000,30
0,12250,C,4,RENT,35196,27
1,20000,D,1,RENT,65004,25
0,16000,C,3,RENT,61000,22
0,2100,C,6,RENT,51996,32
0,2500,D,4,OWN,24000,31
0,14000,A,7,RENT,60000,22
0,9900,D,3,RENT,61200,36
0,3000,A,8,RENT,47500,26
0,9500,A,7,OWN,34800,27
0,15000,C,14,OWN,109000,34
0,3200,C,5,RENT,43200,26
0,7200,C,3,OWN,37000,21
0,7000,B,11,RENT,64600,23
0,25000,B,5,MORTGAGE,97700,24
0,5500,A,12,RENT,50000,22
0,3000,B,13,RENT,150000,28
0,15000,B,8,MORTGAGE,80000,35
0,8000,C,2,RENT,65000,23
1,6250,C,4,OWN,14400,21
0,6000,A,2,MORTGAGE,85000,22
0,3600,B,5,MORTGAGE,87550,24
1,3000,B,2,RENT,39000,26
0,3250,C,1,RENT,18000,23
1,7000,D,26,MORTGAGE,54257,37
1,2400,C,NA,MORTGAGE,16656,31
0,14500,C,4,RENT,35000,27
0,7700,D,6,MORTGAGE,75000,55
0,5000,B,0,RENT,24000,28
0,8800,A,NA,RENT,80000,25
0,10000,B,5,MORTGAGE,142000,30
0,4500,B,17,MORTGAGE,54196,46
0,9000,A,0,RENT,55000,26
0,4000,B,0,RENT,52000,28
0,1000,A,6,OWN,40000,24
1,4000,B,10,RENT,48000,24
1,13750,E,23,MORTGAGE,38644,22
0,12250,A,7,OWN,28800,23
0,14000,C,0,RENT,1.00E+05,38
0,3000,C,1,RENT,25200,26
0,5000,A,3,OWN,41718,25
1,4800,D,2,RENT,75000,24
0,1500,B,0,RENT,21216,22
0,15000,B,5,MORTGAGE,150000,34
0,3000,C,0,RENT,70000,30
0,5000,D,4,RENT,45600,23
0,15000,A,0,MORTGAGE,125004,25
0,6500,C,4,MORTGAGE,115000,31
0,15000,B,3,MORTGAGE,159000,28
0,18000,A,4,MORTGAGE,96500,26
1,8000,D,3,OWN,52000,38
0,9000,C,2,RENT,55000,24
0,4600,A,30,RENT,60000,28
0,9200,B,0,RENT,66000,23
0,5000,A,NA,OWN,22584,30
0,7750,F,2,RENT,33000,24
0,25000,B,8,MORTGAGE,118000,25
0,4000,A,4,RENT,72000,24
0,3000,B,0,MORTGAGE,129600,25
0,7750,E,3,RENT,41558,31
0,8000,B,3,RENT,28000,51
0,20000,B,4,MORTGAGE,150000,28
0,25000,E,2,RENT,135000,35
0,5900,A,5,RENT,30000,23
0,13000,B,0,MORTGAGE,126400,35
0,4800,A,0,RENT,32000,25
0,6400,C,4,MORTGAGE,67000,34
0,12500,C,1,RENT,150000,28
0,6500,C,16,MORTGAGE,45000,35
0,3600,C,25,MORTGAGE,1.00E+05,24
0,4000,D,0,RENT,30000,22
0,12000,B,0,RENT,38000,26
0,2150,C,1,RENT,24000,27
0,15000,B,13,MORTGAGE,71500,28
0,20000,D,2,RENT,93400,32
0,4000,C,0,RENT,23920,25
0,1500,B,2,RENT,15600,21
0,12000,A,2,MORTGAGE,130000,25
0,5000,A,5,MORTGAGE,95000,28
0,6500,A,3,MORTGAGE,44400,23
1,3000,B,14,RENT,43000,23
0,5000,B,6,RENT,15600,25
0,5000,A,1,MORTGAGE,97000,23
0,4800,E,5,RENT,62000,28
0,17000,A,1,RENT,55000,27
0,11000,B,2,RENT,48000,22
0,8400,C,2,RENT,50000,26
0,6300,C,0,RENT,30000,23
0,5000,B,5,MORTGAGE,75000,23
0,10000,C,1,RENT,70000,35
1,1600,C,0,RENT,38400,24
0,5000,A,NA,MORTGAGE,30000,29
0,7000,B,2,RENT,66000,24
0,10875,A,1,RENT,124800,44
1,5000,D,4,RENT,36000,22
0,9500,A,3,RENT,60000,36
0,3500,C,3,MORTGAGE,70000,26
1,6250,A,7,MORTGAGE,43000,24
0,25000,B,3,MORTGAGE,135000,27
0,15000,D,5,RENT,59534,31
0,12000,B,3,MORTGAGE,75000,31
0,5000,A,3,OWN,29004,43
0,16000,C,10,OWN,70000,23
0,5000,A,1,RENT,47000,26
0,3000,B,2,RENT,37090,28
0,4800,A,1,RENT,27000,21
0,6000,C,0,MORTGAGE,30000,25
0,12000,A,2,RENT,110000,26
0,24250,B,2,MORTGAGE,150000,24
0,3600,C,0,RENT,55200,25
0,10000,E,3,RENT,30000,29
0,5000,C,2,RENT,57692.16,24
0,10000,A,5,RENT,1.00E+05,31
0,20000,C,0,RENT,1.00E+05,29
0,5000,D,0,RENT,80000,28
0,9250,C,1,RENT,28800,23
1,3600,C,2,RENT,55000,28
0,4800,A,4,RENT,56048,29
0,5000,C,2,RENT,24000,27
0,10000,A,12,MORTGAGE,51000,23
0,2300,A,13,RENT,34416,21
1,9000,B,10,RENT,120000,40
0,5300,C,3,MORTGAGE,45000,34
0,7000,A,11,MORTGAGE,57738,23
1,16000,C,15,MORTGAGE,82500,23
0,5000,B,NA,RENT,12360,21
0,3250,A,1,OWN,67000,23
1,10000,B,3,RENT,24000,24
0,15000,B,12,MORTGAGE,90474,24
0,8875,D,3,MORTGAGE,130000,32
0,14000,A,6,MORTGAGE,120000,30
0,4325,B,2,RENT,52800,34
0,25000,B,9,RENT,75000,34
0,6000,A,14,MORTGAGE,56004,22
0,9000,D,11,RENT,59321,27
0,6000,B,2,RENT,59004,32
0,1500,C,2,RENT,54600,27
0,5000,D,NA,RENT,18720,23
0,8000,C,4,MORTGAGE,40000,27
0,2000,B,0,RENT,24000,25
0,10000,A,4,OWN,125000,28
0,6000,B,11,OWN,69000,28
0,1800,B,11,OWN,50000,26
0,5000,D,14,MORTGAGE,55000,23
0,4500,B,8,MORTGAGE,58200,28
0,5500,C,2,RENT,54000,31
0,10000,C,2,RENT,48450,36
0,8400,A,8,MORTGAGE,39700,23
0,8000,B,2,MORTGAGE,35000,24
0,4750,D,7,RENT,37000,30
0,8000,A,2,MORTGAGE,55000,31
0,3000,B,19,MORTGAGE,27600,35
0,8000,D,5,RENT,90000,22
0,15000,B,3,RENT,84000,28
0,2500,A,8,MORTGAGE,175000,29
1,2000,B,NA,OWN,45000,43
0,7800,A,2,RENT,43000,25
0,1500,A,7,MORTGAGE,115000,24
0,8000,A,2,MORTGAGE,1.00E+05,36
0,15000,D,4,RENT,528000,37
0,6000,A,3,MORTGAGE,53595.2,26
1,12250,C,2,RENT,35000,21
0,12000,D,9,MORTGAGE,57600,28
0,7000,C,3,RENT,34800,20
0,1500,B,2,RENT,43625,32
0,12000,D,4,MORTGAGE,60000,30
0,18000,B,3,MORTGAGE,108639,43
0,24250,B,16,MORTGAGE,41004,21
0,2000,F,7,RENT,60000,22
0,8250,A,0,RENT,32500,28
0,15000,B,1,MORTGAGE,141000,23
0,13000,A,3,RENT,30000,27
0,12000,A,3,MORTGAGE,58000,27
0,20000,B,7,RENT,55200,25
0,16000,D,4,RENT,74000,26
1,22000,F,2,MORTGAGE,93600,25
0,7000,A,5,MORTGAGE,1.00E+05,24
0,5500,B,3,RENT,45000,22
1,25000,E,14,MORTGAGE,110000,25
0,3500,B,0,RENT,42500,21
1,8000,E,3,RENT,36000,21
0,12000,B,3,MORTGAGE,101004,27
0,9200,C,4,RENT,52250,51
0,6000,A,6,RENT,50004,34
1,8800,A,16,MORTGAGE,60000,31
0,3000,B,4,RENT,30000,25
0,3000,C,14,OWN,14400,23
0,5000,D,5,RENT,51996,21
1,2500,A,2,RENT,51873,23
0,14400,C,0,RENT,76000,22
0,4025,A,3,RENT,54000,24
0,14400,A,1,OWN,70000,32
0,12000,C,3,RENT,33504,22
0,3600,D,0,RENT,85000,31
0,6450,C,5,MORTGAGE,130000,34
0,10000,B,2,OWN,69996,23
0,25000,B,6,MORTGAGE,85000,23
0,6000,C,1,MORTGAGE,112404,23
0,1800,D,1,RENT,4800,22
0,6000,A,21,MORTGAGE,35000,26
1,24250,C,2,RENT,60000,25
0,15000,D,5,MORTGAGE,60000,23
0,25000,B,12,MORTGAGE,118189,25
0,7000,C,3,MORTGAGE,65000,24
0,7750,B,3,RENT,29000,27
0,8400,D,7,RENT,42000,42
0,8650,B,5,RENT,69000,22
0,25000,B,2,RENT,65000,30
1,8500,B,9,RENT,50000,21
0,20000,B,2,MORTGAGE,109720,24
0,6000,C,0,RENT,35000,24
0,1550,D,4,RENT,34480,22
0,2000,C,0,RENT,24000,33
0,2800,B,4,RENT,50000,23
0,10000,A,3,RENT,96000,27
0,13750,B,4,MORTGAGE,70000,22
0,6125,C,4,RENT,40000,27
0,9000,C,2,RENT,28200,33
0,12000,B,1,MORTGAGE,45000,34
0,13000,B,2,MORTGAGE,65000,22
0,21000,C,2,MORTGAGE,75000,30
0,16500,C,5,RENT,72000,36
0,20000,B,0,RENT,110000,40
0,18000,A,NA,OWN,36000,23
0,12000,C,3,RENT,55000,31
0,20000,B,3,RENT,101000,32
0,9000,B,7,RENT,31200,24
0,4000,F,3,RENT,20800,37
0,15000,B,0,RENT,72000,27
0,18000,B,11,MORTGAGE,72000,24
0,15000,B,3,MORTGAGE,65000,27
0,10000,C,3,OWN,80000,25
0,4500,A,7,OWN,19200,26
0,5000,E,2,RENT,88000,25
0,10000,A,5,RENT,36996,22
0,8000,A,2,MORTGAGE,85000,24
0,15000,A,32,MORTGAGE,105600,23
0,3000,C,3,RENT,20000,28
0,5500,B,5,MORTGAGE,44000,33
0,8500,A,21,MORTGAGE,41500,24
0,1800,C,0,RENT,40000,26
0,3000,C,3,OWN,24000,24
0,13000,A,9,MORTGAGE,68000,22
0,2700,A,4,MORTGAGE,66000,22
0,12000,B,3,MORTGAGE,85500,24
0,8000,B,2,RENT,150000,27
0,3000,C,0,OWN,12000,25
0,4000,C,4,RENT,32004,44
0,12275,C,5,MORTGAGE,57500,25
0,10000,A,12,MORTGAGE,50000,26
0,2000,A,4,MORTGAGE,1.00E+05,30
0,4600,A,3,MORTGAGE,120000,26
0,15000,B,11,MORTGAGE,53664,23
0,2000,B,2,RENT,30000,27
0,3000,B,5,MORTGAGE,39600,30
0,5000,B,4,RENT,30000,25
0,4400,A,0,RENT,25000,24
0,1000,B,5,RENT,22800,30
0,9000,A,13,MORTGAGE,50000,24
0,12500,C,0,RENT,40500,31
0,5975,B,15,MORTGAGE,72000,23
0,12000,A,13,RENT,1.00E+05,30
0,15000,C,3,MORTGAGE,150000,24
0,4000,A,5,MORTGAGE,88000,41
0,8000,A,11,MORTGAGE,115000,27
0,25000,C,7,MORTGAGE,87500,21
1,2400,C,3,RENT,16800,24
1,24000,F,1,RENT,160000,26
0,14000,B,3,RENT,76254.38,32
0,3000,C,0,RENT,65004,23
0,6800,C,6,MORTGAGE,97000,24
0,10000,C,7,MORTGAGE,38400,24
0,1950,B,6,RENT,40000,42
0,5000,A,4,RENT,34000,23
1,9800,D,40,MORTGAGE,74500,23
0,7500,D,2,MORTGAGE,60000,23
0,2500,C,21,RENT,54996,22
0,21000,B,14,MORTGAGE,52400,42
0,9000,A,8,MORTGAGE,103200,26
0,5000,C,0,RENT,32000,41
0,3000,B,3,RENT,31200,22
1,12000,D,3,RENT,80000,27
0,15000,C,15,RENT,70000,21
0,18000,A,13,MORTGAGE,76296,22
1,8000,A,2,MORTGAGE,43200,24
0,16000,B,0,RENT,36000,44
0,4500,A,5,RENT,54100,24
0,8400,D,7,MORTGAGE,105924,29
0,24000,B,7,RENT,130000,24
0,4500,C,0,RENT,58000,27
0,4000,A,21,OWN,41004,25
0,1250,C,4,RENT,195000,32
0,15000,B,9,MORTGAGE,112000,28
0,12000,D,3,RENT,34500,22
0,4000,A,2,MORTGAGE,95000,23
1,20000,D,4,RENT,68400,24
1,2100,D,0,RENT,14400,33
0,3250,B,0,OWN,10000,29
1,24000,D,5,MORTGAGE,135000,26
0,4000,A,21,MORTGAGE,54000,34
0,12800,E,1,MORTGAGE,110000,29
0,8000,A,4,MORTGAGE,96000,22
0,6200,D,1,RENT,52000,22
0,2200,D,0,RENT,27996,22
0,16500,C,0,RENT,71000,33
0,11300,C,3,RENT,60000,42
0,9600,A,4,MORTGAGE,60000,28
0,5600,B,26,MORTGAGE,120000,32
0,14400,C,0,OWN,40800,24
0,7500,A,0,RENT,21360,23
0,15000,A,26,OWN,43000,27
0,7000,A,6,RENT,37200,25
0,8000,A,4,MORTGAGE,77000,30
0,2400,C,NA,RENT,18000,22
0,11400,D,1,RENT,79000,24
0,5000,A,5,RENT,75000,28
0,3600,D,1,OWN,120000,28
0,12000,B,7,MORTGAGE,49713.04,25
0,8000,B,5,OWN,42000,39
1,7750,B,5,MORTGAGE,60000,23
0,10000,B,4,RENT,30000,22
0,9000,A,1,RENT,47000,25
0,10000,C,0,RENT,34000,21
0,1000,C,4,RENT,38400,45
0,4000,A,0,RENT,24000,31
0,2000,C,0,MORTGAGE,32000,31
0,6000,D,2,OWN,51600,25
0,18000,D,5,RENT,2.00E+05,25
0,8000,B,3,RENT,71000,35
0,8000,C,8,MORTGAGE,155000,32
0,20000,B,7,RENT,65000,23
0,4800,B,2,RENT,36000,37
0,4000,B,6,RENT,42000,32
0,6000,A,6,MORTGAGE,39000,25
0,9000,A,2,RENT,62604,25
0,6000,D,1,RENT,33000,26
0,8000,B,8,RENT,88000,44
0,9250,B,8,RENT,25000,25
0,15000,B,3,RENT,67704,29
0,15000,D,4,MORTGAGE,72000,22
0,20000,E,9,MORTGAGE,93000,29
0,7000,B,8,RENT,24996,22
0,8000,D,13,MORTGAGE,95000,32
0,15000,B,3,MORTGAGE,201000,31
0,12000,C,4,RENT,83004,24
0,25000,D,13,RENT,69996,25
0,3050,B,6,RENT,15120,27
0,6375,A,6,MORTGAGE,45000,38
0,8000,A,6,RENT,38400,22
0,1200,D,0,MORTGAGE,24000,25
0,8000,C,8,RENT,60000,22
0,5000,B,0,RENT,30000,22
0,5000,A,0,RENT,60000,26
0,1400,B,2,RENT,14400,29
0,16000,B,5,RENT,1.00E+05,24
0,2650,C,6,MORTGAGE,86000,28
0,18000,D,3,RENT,60000,22
0,4000,C,2,RENT,45000,24
0,8000,C,7,RENT,30000,24
0,12000,B,19,MORTGAGE,42000,24
0,9250,D,5,MORTGAGE,75000,22
1,3250,A,11,MORTGAGE,36000,24
1,20000,C,3,RENT,65000,26
0,6000,C,6,RENT,24996,21
0,6000,B,2,RENT,36000,23
0,10000,A,3,MORTGAGE,72000,26
0,9000,C,10,RENT,244000,47
0,6000,B,6,RENT,31680,22
0,13000,C,2,MORTGAGE,65000,22
0,3000,D,0,OWN,35004,21
0,15000,E,13,RENT,72000,22
0,25000,B,20,RENT,74400,32
0,2400,C,0,RENT,70000,26
0,25000,E,15,MORTGAGE,77000,35
0,3000,B,17,MORTGAGE,76300,25
0,5000,B,3,RENT,42000,31
0,8000,C,3,MORTGAGE,36000,24
0,1000,B,5,RENT,33600,25
0,10750,B,5,MORTGAGE,38196,28
0,3000,B,31,RENT,38052,32
0,25000,B,4,MORTGAGE,157500,26
0,13500,A,3,RENT,45312,23
0,24000,D,7,MORTGAGE,98000,25
1,15000,D,1,RENT,65004,25
0,4000,C,2,RENT,36000,25
0,8000,C,2,MORTGAGE,136092,28
0,7500,A,5,OWN,26004,21
0,10000,B,2,RENT,90000,32
0,3200,B,2,RENT,12000,32
0,8000,C,4,RENT,48000,25
0,4400,B,2,MORTGAGE,26400,22
0,10000,B,9,MORTGAGE,107220.57,29
0,2000,E,1,RENT,12996,30
0,4200,C,6,OWN,48000,35
0,10000,B,2,RENT,48000,25
0,6500,A,9,MORTGAGE,67260,26
0,4800,C,3,MORTGAGE,50000,25
0,7000,C,2,RENT,57996,48
0,12000,D,1,RENT,84996,22
0,2500,A,17,OWN,42000,29
0,10000,D,3,RENT,57600,23
0,9500,A,15,MORTGAGE,80004,40
0,5050,B,1,RENT,66000,25
0,6000,A,4,MORTGAGE,102996,33
0,12000,B,24,RENT,56000,24
0,12000,A,20,RENT,32000,28
0,4900,C,2,RENT,42000,23
0,24250,C,4,RENT,148716,29
0,2000,C,0,OWN,33000,35
0,12000,D,4,MORTGAGE,72500,27
1,9000,B,7,RENT,33600,21
0,8500,D,6,MORTGAGE,90000,25
0,12000,B,1,RENT,95004,31
0,15000,E,4,RENT,45000,33
0,9000,E,3,RENT,52000,28
0,11500,B,2,RENT,70000,23
0,21250,D,4,RENT,65000,24
0,13000,C,3,RENT,76000,23
1,2500,C,19,MORTGAGE,67200,24
0,10000,B,8,MORTGAGE,44000,43
0,6500,C,4,MORTGAGE,53124,22
1,6000,C,2,MORTGAGE,60000,26
0,8700,A,4,RENT,65000,40
1,20000,B,3,MORTGAGE,80400,28
0,17500,A,8,MORTGAGE,93000,26
0,6000,C,6,MORTGAGE,102000,26
0,10000,A,3,RENT,65520,26
0,4500,D,2,RENT,40068,24
0,20000,C,3,RENT,58000,30
0,9600,C,6,OWN,33600,21
0,5600,B,3,RENT,50000,23
0,7800,B,4,MORTGAGE,150000,32
1,12000,A,3,RENT,57000,24
0,3000,A,3,MORTGAGE,67500,24
0,8000,F,0,RENT,35000,23
0,5500,B,9,MORTGAGE,80004,31
1,3250,C,22,RENT,26400,30
0,4600,B,2,RENT,48000,28
0,5000,D,0,RENT,38352,26
0,15000,E,5,MORTGAGE,105000,23
0,6000,D,0,RENT,26880,29
1,4750,B,13,OWN,22440,26
0,6000,B,14,RENT,45000,23
0,15000,A,2,RENT,120000,25
1,6000,A,0,RENT,50000,40
0,25000,B,16,MORTGAGE,40000,29
0,3200,D,0,OWN,17000,32
0,9000,B,19,MORTGAGE,73000,25
0,2000,B,1,OWN,60000,23
0,2500,B,4,MORTGAGE,85000,24
0,10000,D,5,MORTGAGE,91000,23
1,4800,C,4,RENT,38900,35
0,13000,C,11,MORTGAGE,81600,25
0,4000,B,0,MORTGAGE,58000,30
0,8000,B,2,RENT,91000,22
0,6250,B,1,RENT,23004,27
0,7500,B,2,RENT,40000,28
0,14400,B,2,RENT,31800,30
1,5000,B,17,MORTGAGE,78000,27
0,17500,E,7,RENT,54996,24
0,6000,D,19,RENT,86000,39
0,10000,C,3,MORTGAGE,65000,31
0,4000,A,12,MORTGAGE,53155,26
0,18000,B,3,MORTGAGE,142000,28
0,12000,A,0,MORTGAGE,46400,29
0,2500,A,2,RENT,37000,26
0,10400,B,19,RENT,80400,27
0,9000,B,3,RENT,65000,26
0,15000,A,19,MORTGAGE,78000,22
0,10400,D,2,RENT,38400,22
0,6000,A,3,RENT,59000,29
0,7500,A,4,RENT,34000,29
0,25000,B,7,RENT,77000,30
1,4000,D,20,RENT,52392,25
0,17000,A,20,MORTGAGE,95680,28
0,10750,B,7,MORTGAGE,110000,28
0,9600,C,17,OWN,60000,29
0,9600,B,2,MORTGAGE,48000,22
0,12000,D,9,OWN,36000,22
0,8400,B,2,RENT,52800,27
0,9500,A,5,RENT,46500,25
0,10000,B,0,OWN,40000,26
0,14400,C,5,MORTGAGE,73000,26
0,10000,D,3,RENT,60000,40
0,8500,A,5,RENT,64777.55,38
0,14000,A,5,MORTGAGE,60000,24
0,8000,A,24,MORTGAGE,80400,29
0,15000,A,5,MORTGAGE,106000,31
0,5500,B,9,MORTGAGE,36396,22
0,9000,C,3,RENT,27600,23
1,2000,D,2,RENT,14400,26
0,25000,B,13,RENT,130000,23
1,7400,E,3,MORTGAGE,35004,21
0,1800,B,5,RENT,80000,33
0,10000,A,4,RENT,45000,22
0,12000,B,11,MORTGAGE,172000,25
0,4000,B,2,RENT,29120,27
0,20000,A,14,MORTGAGE,110000,25
0,5000,B,0,RENT,30000,23
0,10000,D,5,RENT,44000,22
0,3600,A,6,MORTGAGE,81204,32
1,4800,D,4,RENT,63996,31
0,2000,A,3,MORTGAGE,43000,22
0,5000,C,0,RENT,31000,35
0,6400,B,2,RENT,31200,39
0,4200,D,2,RENT,66996,23
0,10000,C,7,RENT,43080,27
0,10000,B,3,RENT,35364,21
0,10000,C,4,RENT,30000,22
0,7200,D,5,RENT,41316,34
0,2800,B,2,RENT,50000,34
0,4600,A,6,RENT,28416,21
0,6500,B,7,RENT,63211,22
0,5000,C,8,MORTGAGE,85000,23
0,6600,A,3,RENT,52000,24
0,2400,B,6,MORTGAGE,49032,22
0,18000,C,19,MORTGAGE,95111,25
0,20000,B,8,MORTGAGE,109000,26
0,25000,F,8,RENT,97000,37
0,1400,D,8,MORTGAGE,36000,22
0,21000,B,3,MORTGAGE,135000,24
0,15500,A,15,RENT,71760,22
0,5900,B,13,OWN,60000,22
0,16000,B,1,MORTGAGE,50000,30
0,6000,D,2,RENT,32004,24
0,25000,B,0,RENT,145000,36
0,14400,B,1,OWN,41604,22
0,5125,D,2,MORTGAGE,189000,27
0,13750,D,1,OWN,38000,31
0,10000,A,5,RENT,60000,29
0,6000,B,0,MORTGAGE,33600,29
0,4000,B,0,RENT,19820,35
0,9600,A,13,MORTGAGE,66800,27
0,9600,A,3,RENT,34000,25
0,1500,B,NA,MORTGAGE,21408,40
1,2800,D,18,RENT,80000,23
0,14500,B,3,MORTGAGE,80000,27
0,1500,F,6,RENT,33600,26
0,5500,C,NA,RENT,21600,32
0,3250,D,4,MORTGAGE,27996,22
1,7000,B,1,RENT,62400,30
0,15000,C,4,MORTGAGE,66000,25
0,15000,B,19,MORTGAGE,91000,34
0,15000,C,6,OWN,36960,28
0,2000,C,18,RENT,34000,29
0,7000,C,NA,OWN,30000,22
0,6400,A,12,MORTGAGE,42000,33
0,8000,B,0,MORTGAGE,85000,58
0,8000,B,25,MORTGAGE,109200,28
