still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,57.0,117.0,157.0,3.0,8.0,0.0,16.0,59.0,No,0.97,1.0,0.0,No,No,No,27.0,55.0,146.0,193.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,No,0.83,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,306.0,No,0.69,0.66,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,No,0.78,0.78,0.0,No,No,No,0.0,2.0,3.0,4.0,Yes,No
No,0.0,0.0,0.0,2.0,8.0,0.0,3.0,27.0,No,0.97,0.99,0.0,No,No,No,2.0,3.0,6.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,6.0,No,0.64,0.66,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14810.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,200.0,440.0,640.0,0.0,2.0,0.0,37.0,162.0,No,0.92,0.94,0.0,No,No,No,102.0,256.0,406.0,843.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,No,0.98,0.99,0.0,No,No,No,0.0,2.0,2.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,116.0,No,0.94,0.88,0.0,No,No,No,1.0,5.0,21.0,21.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,5.0,45.0,No,0.95,0.95,0.0,No,No,No,1.0,5.0,20.0,39.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,17.0,290.0,No,0.93,0.99,0.0,No,No,No,7.0,42.0,66.0,112.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.7,0.57,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,2.0,6.0,9.0,0.0,2.0,0.0,0.0,5.0,No,0.0,0.0,0.0,No,No,No,0.0,5.0,5.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,No,0.91,0.86,0.0,No,Yes,No,0.0,0.0,1.0,2.0,Yes,No
No,0.0,0.0,0.0,5.0,0.0,0.0,45.0,193.0,No,0.0,0.0,0.0,No,No,No,15.0,35.0,84.0,128.0,No,No
No,11.0,11.0,16.0,1.0,8.0,0.0,1.0,1.0,No,0.46,0.42,3.0,No,No,No,1.0,5.0,9.0,13.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,12.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,3.0,4.0,0.0,12.0,0.0,0.0,2.0,No,0.79,0.82,0.0,No,No,No,0.0,1.0,2.0,4.0,Yes,No
No,20.0,40.0,80.0,0.0,2.0,0.0,0.0,10.0,No,0.62,0.67,0.0,No,No,No,13.0,31.0,47.0,69.0,Yes,No
No,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,6.0,12.0,24.0,0.0,8.0,0.0,8.0,9.0,No,0.95,0.9,0.0,No,No,No,1.0,7.0,22.0,32.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,No,0.75,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,510.0,No,0.77,0.91,0.0,No,No,No,60.0,140.0,345.0,491.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,133.0,No,0.75,0.78,0.0,No,No,No,3.0,8.0,22.0,29.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,53.0,No,0.78,0.66,0.0,No,No,No,1.0,3.0,3.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,11.0,No,0.88,0.86,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,No,0.79,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1345.0,2515.0,3290.0,565.0,8.0,0.0,232.0,384.0,No,0.89,0.92,0.0,No,No,No,212.0,874.0,1844.0,2607.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.68,0.57,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,150.0,300.0,450.0,30.0,2.0,0.0,63.0,164.0,No,0.94,0.88,0.0,No,No,No,89.0,218.0,373.0,518.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,22.0,No,0.96,0.99,0.0,No,Yes,No,0.0,1.0,3.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,6.0,195.0,No,0.78,0.78,0.0,No,Yes,No,0.0,0.0,5.0,10.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,13.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,1.0,1.0,11.0,14.0,0.0,0.0,13.0,No,0.9,0.89,0.0,No,No,No,1.0,5.0,13.0,26.0,Yes,No
No,0.0,0.0,6.0,0.0,8.0,0.0,0.0,6.0,No,0.96,0.98,0.0,No,No,No,0.0,3.0,4.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,36.0,72.0,120.0,0.0,0.0,0.0,6.0,23.0,No,0.0,0.0,0.0,No,No,No,26.0,74.0,111.0,139.0,No,No
Yes,0.0,0.0,0.0,0.0,,0.0,12.0,68.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,No,0.97,0.95,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,320.0,800.0,1280.0,180.0,8.0,0.0,116.0,118.0,No,0.94,0.99,0.0,No,No,No,133.0,453.0,839.0,1189.0,Yes,No
No,1.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,No,0.68,0.69,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,2.0,15.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,No,0.87,0.93,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,25.0,8.0,0.0,3.0,22.0,No,1.0,1.0,0.0,No,No,No,1.0,4.0,7.0,12.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,83.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,5.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.94,0.99,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,No,0.79,0.82,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,2550.0,5070.0,7758.0,449.0,8.0,0.0,717.0,1459.0,No,0.85,0.83,0.0,No,No,No,765.0,2522.0,5091.0,7688.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,No,-99.0,-99.0,0.0,No,No,No,1.0,2.0,10.0,12.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,31.0,62.0,86.0,5.0,8.0,0.0,14.0,33.0,No,0.88,0.8,0.0,No,No,No,5.0,19.0,51.0,84.0,Yes,No
No,408.0,732.0,984.0,60.0,2.0,0.0,57.0,0.0,No,0.46,0.41,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,27.0,53.0,29.0,8.0,0.0,128.0,45.0,No,0.97,0.97,0.0,No,No,No,12.0,32.0,60.0,112.0,Yes,No
No,42.0,42.0,72.0,0.0,6.0,0.0,19.0,34.0,No,0.79,0.82,0.0,No,No,No,6.0,48.0,63.0,91.0,Yes,No
No,96.0,264.0,360.0,72.0,8.0,0.0,52.0,146.0,No,0.96,0.93,0.0,No,No,No,34.0,152.0,294.0,454.0,Yes,No
No,0.0,0.0,1.0,0.0,8.0,0.0,1.0,6.0,No,0.98,0.98,0.0,No,No,No,0.0,1.0,5.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,No,0.03,0.02,0.0,No,No,No,0.0,0.0,12.0,16.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.34,0.37,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,No,0.93,0.89,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,78.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,4.0,8.0,0.0,26.0,241.0,No,0.96,0.99,0.0,No,No,No,19.0,57.0,109.0,168.0,Yes,No
No,192.0,384.0,576.0,18.0,8.0,0.0,122.0,155.0,No,0.7,0.48,0.0,No,Yes,No,65.0,173.0,444.0,636.0,Yes,No
No,64.0,176.0,288.0,21.0,8.0,0.0,44.0,135.0,No,0.89,0.93,0.0,No,Yes,No,34.0,88.0,210.0,346.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,11.0,No,0.97,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,136.0,196.0,301.0,0.0,2.0,0.0,20.0,10.0,No,0.68,0.69,38.0,No,No,No,20.0,78.0,103.0,103.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,85.0,No,0.8,0.77,0.0,No,No,No,5.0,16.0,32.0,46.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,No,0.46,0.56,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,13.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,136.0,328.0,503.0,113.0,8.0,0.0,59.0,52.0,No,0.88,0.86,15.0,No,No,No,60.0,196.0,386.0,600.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,No,0.66,0.66,0.0,No,No,No,0.0,0.0,14.0,14.0,Yes,No
No,0.0,400.0,400.0,8.0,10.0,0.0,66.0,469.0,No,0.85,0.77,0.0,No,No,No,52.0,199.0,392.0,587.0,Yes,No
No,0.0,0.0,1.0,0.0,13.0,0.0,1.0,2.0,No,0.67,0.42,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,No,0.97,0.95,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,2.0,8.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,50.0,100.0,200.0,9.0,8.0,0.0,29.0,111.0,No,0.92,0.85,0.0,No,No,No,14.0,69.0,142.0,209.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,25.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,5.0,0.0,8.0,0.0,0.0,13.0,No,0.97,0.95,0.0,No,No,No,1.0,2.0,7.0,15.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,No,0.82,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,26.0,61.0,96.0,5.0,8.0,0.0,17.0,36.0,No,0.79,0.95,0.0,No,No,No,12.0,37.0,69.0,114.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,310.0,No,0.08,0.11,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,77.0,161.0,245.0,0.0,12.0,0.0,39.0,95.0,No,0.92,0.95,0.0,No,No,No,19.0,74.0,163.0,223.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,296.0,No,0.92,0.98,0.0,No,No,No,5.0,13.0,35.0,59.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,6.0,2718.0,No,0.0,-99.0,0.0,No,Yes,No,1.0,13.0,50.0,63.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,2.0,193.0,No,0.67,0.75,0.0,No,No,No,1.0,3.0,11.0,20.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.73,0.77,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,304.0,608.0,912.0,73.0,2.0,0.0,85.0,231.0,No,0.63,0.63,0.0,No,No,No,116.0,311.0,575.0,835.0,Yes,No
No,0.0,30.0,30.0,0.0,8.0,0.0,0.0,13.0,No,0.94,0.88,0.0,No,No,No,0.0,2.0,8.0,21.0,Yes,No
No,30.0,50.0,80.0,0.0,8.0,0.0,0.0,9.0,No,0.94,1.0,0.0,No,No,No,6.0,24.0,41.0,65.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.76,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,1500.0,1.0,4.0,0.0,63.0,360.0,No,0.96,0.98,0.0,No,No,No,53.0,211.0,292.0,447.0,Yes,No
No,1.0,2.0,4.0,0.0,8.0,0.0,0.0,2.0,No,0.81,0.82,0.0,No,No,No,2.0,2.0,6.0,10.0,Yes,No
Yes,25.0,25.0,25.0,0.0,2.0,0.0,0.0,6.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,2.0,4.0,0.0,9.0,0.0,0.0,2.0,No,0.72,0.87,0.0,No,No,No,0.0,1.0,3.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,No,0.83,0.85,0.0,No,No,No,0.0,0.0,0.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,1.0,14.0,No,0.73,0.62,0.0,No,No,No,0.0,1.0,2.0,4.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,24.0,44.0,68.0,0.0,8.0,0.0,0.0,0.0,No,0.9,0.83,1.0,No,No,No,3.0,13.0,20.0,31.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,14.0,No,0.95,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,16.0,55.0,81.0,17.0,4.0,0.0,15.0,89.0,No,0.78,0.73,0.0,No,No,No,17.0,56.0,121.0,182.0,Yes,No
No,16.0,32.0,48.0,0.0,12.0,0.0,3.0,7.0,No,0.78,0.78,0.0,No,No,No,5.0,16.0,22.0,38.0,Yes,No
No,96.0,232.0,368.0,6.0,8.0,0.0,0.0,0.0,No,0.96,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,14.0,28.0,42.0,0.0,2.0,0.0,14.0,6.0,No,0.96,1.0,0.0,No,No,No,6.0,20.0,33.0,57.0,Yes,No
No,0.0,0.0,0.0,0.0,13.0,0.0,24.0,1570.0,No,1.0,1.0,0.0,No,No,No,10.0,60.0,64.0,114.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,22.0,500.0,No,0.99,0.99,0.0,No,No,No,40.0,200.0,456.0,699.0,Yes,No
Yes,2.0,2.0,2.0,0.0,12.0,0.0,1.0,11.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,12.0,12.0,24.0,0.0,9.0,0.0,1.0,7.0,No,0.99,0.99,0.0,No,No,No,4.0,8.0,14.0,20.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,27.0,No,0.84,0.86,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,13.0,82.0,No,0.99,1.0,0.0,No,No,No,6.0,39.0,77.0,137.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,1.0,10.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,20.0,20.0,20.0,0.0,12.0,0.0,1.0,20.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,30.0,0.0,2.0,0.0,1.0,51.0,No,0.41,0.75,0.0,No,No,No,3.0,6.0,10.0,10.0,Yes,No
No,3.0,7.0,16.0,0.0,8.0,0.0,0.0,9.0,No,0.33,0.18,0.0,No,No,No,1.0,2.0,13.0,21.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,71.0,No,0.98,1.0,0.0,No,No,No,3.0,15.0,28.0,48.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,No,-99.0,-99.0,0.0,No,No,No,1.0,1.0,4.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,No,0.9,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,572.0,No,0.94,0.97,0.0,No,No,No,0.0,3.0,5.0,11.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,No,0.96,0.98,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,2.0,4.0,6.0,0.0,8.0,0.0,3.0,2.0,No,0.85,0.83,0.0,No,Yes,No,0.0,1.0,3.0,8.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,No,0.99,0.98,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,123.0,5079.0,No,0.96,0.97,0.0,No,No,No,62.0,1703.0,2469.0,4243.0,Yes,No
Yes,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,No,0.89,0.93,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,56.0,No,0.92,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,5.0,23.0,No,0.64,0.66,0.0,No,Yes,No,2.0,10.0,30.0,48.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,39.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,1.0,4.0,No,0.69,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.76,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,80.0,120.0,200.0,20.0,2.0,0.0,0.0,49.0,No,0.95,1.0,0.0,No,No,No,20.0,64.0,121.0,162.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.79,0.95,0.0,No,No,No,1.0,1.0,2.0,2.0,Yes,No
No,0.0,700.0,700.0,700.0,12.0,0.0,0.0,18.0,No,0.96,0.97,0.0,No,No,No,22.0,47.0,50.0,56.0,Yes,No
Yes,10.0,10.0,10.0,0.0,4.0,0.0,1.0,12.0,No,0.92,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,2.0,4.0,8.0,0.0,1.0,3.0,No,0.97,0.98,0.0,No,No,No,0.0,5.0,11.0,14.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,No,0.97,0.95,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,200.0,No,0.9,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,336.0,0.0,12.0,0.0,0.0,0.0,No,0.98,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,No,0.99,0.99,0.0,No,No,No,1.0,1.0,3.0,4.0,Yes,No
No,32.0,62.0,92.0,0.0,9.0,0.0,43.0,14.0,No,0.66,0.68,0.0,No,Yes,No,2.0,24.0,36.0,38.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,2.0,143.0,No,0.78,0.73,0.0,No,No,No,0.0,20.0,21.0,23.0,Yes,No
No,33.0,57.0,87.0,0.0,8.0,0.0,17.0,33.0,No,1.0,1.0,0.0,No,No,No,7.0,29.0,83.0,107.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,4.0,262.0,No,0.97,0.98,0.0,No,No,No,2.0,11.0,18.0,23.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,44.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,1.0,1.0,0.0,9.0,0.0,0.0,2.0,No,0.82,0.85,1.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,5.0,10.0,15.0,4.0,9.0,0.0,0.0,1.0,No,0.98,0.99,0.0,No,No,No,0.0,5.0,10.0,12.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,No,0.82,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,18.0,57.0,No,0.78,0.73,0.0,No,No,No,9.0,68.0,82.0,109.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,1200.0,2400.0,0.0,8.0,0.0,1396.0,2800.0,No,0.67,0.64,0.0,No,No,No,200.0,425.0,1626.0,1676.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,No,0.98,0.99,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,6.0,0.0,2.0,43.0,No,0.69,0.68,0.0,No,No,No,6.0,15.0,60.0,86.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,6.0,17.0,No,0.69,0.68,0.0,No,Yes,No,1.0,5.0,10.0,11.0,No,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,No,0.98,0.99,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,20.0,35.0,55.0,1.0,8.0,0.0,2.0,5.0,No,0.97,0.97,0.0,No,No,No,9.0,25.0,39.0,52.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,210.0,2.0,No,-99.0,-99.0,0.0,No,No,Yes,90.0,381.0,806.0,1142.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,3.0,257.0,No,0.78,0.73,0.0,No,No,No,5.0,16.0,39.0,53.0,Yes,No
No,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,No,0.99,1.0,0.0,No,No,No,0.0,2.0,2.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,No,0.69,0.56,0.0,No,No,No,1.0,1.0,4.0,7.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,No,0.78,0.73,0.0,No,No,No,2.0,2.0,4.0,15.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,No,0.1,0.02,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,84.0,No,0.6,0.58,0.0,No,Yes,No,3.0,8.0,15.0,24.0,Yes,No
No,2.0,4.0,5.0,0.0,8.0,0.0,0.0,1.0,No,0.98,1.0,0.0,No,No,No,0.0,2.0,2.0,5.0,Yes,No
No,15.0,33.0,51.0,0.0,8.0,0.0,3.0,13.0,No,0.87,0.87,0.0,No,No,No,1.0,9.0,22.0,41.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,2.0,101.0,No,0.66,0.87,0.0,No,No,No,2.0,3.0,4.0,4.0,Yes,No
